"HBCx14_AC1","HBCx14_chemonaive1","HBCx14_AC2","HBCx14_chemonaive2","HBCx14_AC3","HBCx14_AC4","HBCx14_chemonaive3","HBCx14_AC5","Symbol"
1,0,0,0,0,3,0,1,"AC106739.1"
2,0,3,1,3,1,4,3,"AC009032.1"
0,0,0,0,0,0,0,0,"RNA5SP535"
0,0,0,0,0,0,0,0,"RN7SL787P"
0,0,0,0,0,0,0,0,"ABCB10P1"
0,0,0,0,0,0,0,0,"OR4M2"
9,36,16,20,14,15,32,29,"AC020910.5"
6,18,13,18,14,16,35,13,"AC084824.4"
1,0,0,0,0,0,0,0,"MIR6777"
11,16,14,17,15,6,19,17,"ALOX15P1"
0,0,0,0,0,0,1,0,"MIR6081"
0,0,0,0,0,0,0,0,"AC090132.2"
0,0,0,0,0,0,0,0,"AC007027.1"
0,0,0,0,0,0,0,0,"AL136171.1"
0,0,2,1,1,1,3,4,"AC074029.3"
0,0,0,0,0,0,0,0,"AC073418.1"
1,0,3,3,2,4,0,2,"AC027807.2"
0,0,0,0,0,0,0,0,"AC083849.2"
0,0,0,0,0,0,0,0,"MIR6774"
0,0,0,0,0,0,0,0,"AC073335.2"
0,0,0,0,0,0,0,0,"AC090164.2"
0,0,0,0,0,0,0,0,"AC072046.2"
0,0,0,0,0,0,1,0,"FADS2B"
0,0,0,0,0,0,0,0,"AC114781.5"
0,1,1,0,2,1,1,1,"AC008121.3"
0,0,0,0,0,0,0,0,"AL591471.1"
0,2,0,0,1,0,0,0,"AL133243.1"
0,0,0,0,0,0,0,0,"SNX18P1Y"
0,0,0,0,0,0,0,0,"RNA5SP439"
0,0,0,0,0,0,0,0,"AL031601.2"
0,0,0,0,0,0,0,0,"RN7SL585P"
0,0,0,0,0,0,0,0,"AL021937.5"
0,0,0,0,0,0,0,0,"MIR8071-1"
518,1153,646,966,661,643,1106,791,"AL035661.1"
2,10,8,9,5,2,8,4,"AC004528.2"
0,0,0,0,0,0,0,0,"PRAMEF28P"
119,276,168,297,184,164,354,182,"NATD1"
0,0,0,0,0,0,0,0,"RBPJP2"
1,9,10,14,6,3,9,7,"H2AB1"
2,1,2,1,2,1,0,2,"AC011815.2"
0,0,0,0,0,0,0,0,"RN7SL248P"
10,12,8,10,15,9,11,10,"AC026333.4"
0,0,0,0,0,0,0,0,"FAM197Y4"
0,0,0,0,0,0,0,0,"AP003041.3"
0,0,0,0,0,0,0,0,"AC025521.1"
0,0,0,0,0,0,0,0,"AL109925.1"
1,8,1,1,0,1,3,4,"AL138689.1"
0,0,0,0,0,0,0,0,"AC092636.1"
5,9,10,1,14,6,6,10,"ANTXRL"
4,16,3,11,3,6,5,9,"RNVU1-27"
55,371,122,416,264,262,534,207,"SOCS7"
0,0,0,0,0,0,0,0,"AL365265.1"
4,10,11,7,12,9,5,14,"AC015912.3"
0,0,0,0,0,0,0,0,"AP005212.2"
0,0,0,0,0,3,0,1,"AC106028.4"
0,0,0,0,0,0,0,0,"AC087283.2"
0,0,0,0,0,0,0,0,"AC025588.4"
12,33,23,27,18,15,44,11,"AC009163.7"
7,18,9,12,13,5,15,13,"AP001065.3"
0,0,0,0,0,0,0,0,"TBC1D3H"
7,13,9,15,19,19,20,11,"AC073575.4"
0,0,0,0,0,0,0,0,"RNA5SP414"
0,0,0,0,0,0,0,0,"AC007351.3"
0,0,0,0,1,0,1,0,"AC134878.1"
0,0,0,0,0,0,0,0,"RN7SL818P"
0,0,0,0,0,1,0,0,"AC022106.1"
0,0,0,0,0,0,0,0,"AC097478.1"
0,0,0,0,0,0,0,0,"AL354976.1"
0,0,0,0,0,0,0,0,"AC243585.1"
4,0,3,1,3,3,2,8,"AJ011932.1"
1,3,1,2,3,2,2,0,"AP003419.2"
1,1,0,1,2,1,0,1,"GGTLC3"
0,0,0,0,0,0,0,0,"AC138649.1"
0,0,0,0,0,0,0,0,"AL391903.2"
0,2,1,0,0,0,0,0,"MIR6728"
0,1,0,0,0,0,0,2,"SYNGAP1-AS1"
0,0,0,0,0,0,0,0,"AL137078.2"
0,0,0,0,0,0,0,0,"MIR7702"
51,83,49,99,62,74,107,75,"AC245297.4"
0,0,0,0,0,0,0,0,"SNORA73A"
0,0,0,0,0,0,0,0,"AL031665.1"
14,48,23,34,27,30,48,24,"AL137060.3"
7,7,11,5,16,15,7,25,"AC069281.2"
0,0,0,0,0,0,0,0,"GAGE13"
0,0,0,0,0,0,0,0,"AC009831.3"
138,360,168,324,223,246,468,271,"CBSL"
0,0,0,0,0,0,0,0,"SPATA31E3P"
0,0,0,0,0,0,0,0,"MIR6069"
1,0,0,0,0,0,0,1,"AC022929.2"
0,0,0,0,0,0,0,0,"AC010133.1"
0,0,0,0,0,0,0,0,"AC244154.1"
99,299,120,295,148,156,271,165,"ADRA2B"
77,127,114,133,182,144,196,178,"H2BC6"
6,9,7,14,5,9,18,12,"AC084018.2"
0,0,0,0,0,0,0,0,"AC079460.1"
0,0,0,1,0,0,0,0,"AC015660.3"
0,0,0,0,0,0,0,0,"AC131902.2"
0,2,1,0,0,0,5,2,"AC009269.5"
0,0,0,0,0,0,0,0,"AC099654.4"
1,4,0,1,0,1,0,2,"MIR6864"
0,0,1,0,0,0,0,0,"AP000659.1"
0,0,0,0,0,0,0,0,"MIR5088"
0,0,0,0,0,0,0,0,"AC244093.1"
0,0,0,0,0,0,0,0,"SNORA71E"
0,0,0,0,0,0,0,0,"AC091076.1"
0,0,1,0,0,0,0,3,"AC015722.2"
0,0,0,0,0,0,0,0,"MIR6749"
2,5,5,8,3,5,5,9,"AC009318.3"
0,0,0,0,0,0,0,0,"ZNF646P1"
0,0,0,0,0,0,0,0,"LINC02334"
0,0,0,0,0,0,0,0,"RPSAP73"
0,0,0,0,0,0,0,0,"AC093578.2"
0,1,0,1,0,1,0,1,"AL136531.2"
0,0,0,0,0,0,0,0,"AL359314.1"
0,0,0,0,0,0,0,0,"AC007551.2"
0,0,0,0,0,0,0,0,"AL160191.3"
0,0,1,0,0,1,0,1,"AL355974.1"
0,2,2,4,2,1,5,1,"CU633967.1"
8,8,1,6,6,9,16,8,"AC032011.1"
0,0,0,0,2,2,0,0,"AC005899.7"
0,0,0,0,0,0,0,0,"AL033538.1"
0,0,0,0,0,0,0,0,"AC232323.1"
0,0,0,0,0,0,0,0,"AC002542.2"
0,1,0,0,0,1,0,1,"AC016999.2"
0,0,0,0,0,0,0,0,"AC127381.2"
68,148,95,139,74,105,174,112,"ZNF658"
0,0,0,0,0,0,0,0,"RN7SL853P"
0,0,0,0,0,0,0,0,"AL137000.1"
0,0,1,6,0,2,2,0,"AC103564.3"
0,0,0,0,0,0,0,0,"AC105105.3"
0,0,0,0,0,0,0,0,"FAM74A3"
0,0,0,0,0,0,0,0,"AL355987.5"
0,0,0,0,0,0,0,0,"AL139320.1"
1,14,1,6,3,4,6,5,"AC087742.1"
1,2,0,0,1,2,4,0,"AL110115.1"
0,0,0,0,0,0,0,0,"AC013412.1"
11,16,5,9,6,4,25,12,"AC004233.3"
0,0,0,0,0,0,0,0,"GRAMD4P4"
0,0,0,0,0,1,0,0,"AC130371.2"
4,8,4,4,5,1,15,8,"LINC02804"
13,6,13,8,9,11,8,7,"AC148476.1"
0,0,0,0,0,0,0,0,"AC239600.2"
1,0,1,1,1,0,1,0,"ADAMTS7P1"
0,0,0,0,0,0,0,1,"AC005702.3"
0,0,0,0,0,0,0,0,"AL121612.1"
0,0,0,0,1,0,1,0,"MIR6801"
0,0,0,0,0,0,0,0,"AC245028.3"
49,42,57,49,61,68,57,53,"AC103691.1"
0,0,0,0,0,0,0,0,"AC092107.1"
10,47,9,42,19,14,34,12,"TMEM269"
0,0,0,0,0,0,0,0,"AC097634.2"
0,0,0,0,0,0,0,0,"MIR6885"
0,0,0,0,0,0,0,0,"TPTE"
0,0,0,0,0,0,0,0,"AC004079.1"
0,0,0,0,0,0,1,0,"AL357153.4"
0,0,0,0,0,0,0,0,"AC233981.2"
0,0,0,0,0,0,0,0,"AC015967.1"
0,4,0,1,0,2,9,2,"AC090510.2"
0,0,0,0,0,0,0,0,"RNA5SP536"
0,0,0,0,0,0,0,0,"AC004774.1"
22,45,20,20,19,18,22,26,"AL121772.1"
1,0,0,0,0,2,0,0,"AC241644.3"
0,0,0,0,0,0,0,0,"MIR6515"
0,0,0,0,0,0,0,0,"TBC1D3D"
0,0,0,0,0,2,0,0,"AC026318.1"
1,1,1,1,0,2,8,0,"AL162390.2"
18,44,26,78,39,47,93,42,"AC245060.5"
0,1,3,0,1,3,1,1,"SEC22B2P"
0,0,0,0,0,0,0,0,"RN7SL196P"
59,109,82,113,78,68,167,105,"AC114271.1"
1,4,2,9,2,8,15,9,"AC145423.2"
0,0,0,0,0,0,0,0,"RNVU1-25"
0,0,0,0,0,0,0,0,"AL353804.3"
0,0,0,0,0,0,0,0,"AC024051.3"
0,0,0,0,0,0,0,0,"AC008957.2"
0,0,0,0,0,0,0,0,"C8orf89"
1,2,1,2,3,2,3,2,"AC078909.2"
0,0,0,0,0,0,0,0,"AC006986.1"
0,0,0,0,0,0,0,0,"AP001005.2"
2,1,0,0,2,0,1,0,"AC005790.1"
0,0,0,0,0,0,0,0,"AC241929.1"
0,0,0,0,0,0,0,0,"AL136228.1"
0,0,0,0,0,0,0,0,"AC024051.4"
0,0,0,0,0,0,0,0,"AC092278.1"
0,0,0,0,0,0,0,0,"AL590730.2"
0,0,0,0,0,0,0,0,"AC015550.1"
8,34,38,37,22,23,65,29,"AC092119.2"
0,0,1,0,0,0,0,0,"AC023282.1"
0,0,0,0,0,0,0,0,"MIR1273H"
0,0,0,0,0,0,0,0,"RNA5SP257"
0,0,0,0,0,0,0,0,"AL512638.2"
0,0,0,0,0,0,0,0,"LINC01746"
29,65,35,54,39,36,96,54,"AC242376.2"
0,0,1,0,0,0,0,0,"AC008379.2"
0,0,0,0,0,0,0,0,"RN7SL650P"
0,0,0,0,0,0,0,0,"AC009154.2"
0,0,0,0,0,0,0,0,"AL691432.3"
0,0,0,0,0,0,0,0,"CU633904.1"
0,0,0,0,0,0,0,0,"AP002383.5"
19,47,31,69,53,44,105,46,"NPEPPSP1"
0,0,0,0,0,0,0,0,"AC124076.1"
0,0,0,0,0,0,0,0,"AL132655.4"
2,5,1,3,0,0,1,2,"AL121768.1"
0,0,0,0,0,0,0,0,"MRPS17P5"
0,0,0,0,0,0,0,0,"MIR6832"
0,0,0,0,0,0,0,0,"AC012414.6"
1,0,0,0,0,0,0,0,"AC007938.4"
0,2,0,0,2,0,0,0,"AL121845.4"
0,0,0,0,0,0,0,0,"ANKRD20A6P"
0,0,0,0,0,0,0,0,"AC123912.6"
4,5,1,1,3,0,6,1,"AC007613.2"
0,1,0,0,0,0,0,0,"AL121772.2"
0,0,1,0,3,3,0,8,"AC007336.2"
0,2,1,2,1,1,2,2,"AL627223.2"
2,7,9,9,5,5,6,4,"TBC1D3L"
0,0,0,0,0,0,0,0,"AC018500.1"
0,2,3,6,0,0,0,0,"AC105020.5"
0,0,0,0,0,0,0,0,"FAM74A6"
1,1,4,8,3,3,6,1,"AC012354.2"
919,1599,1162,1670,1215,1355,2369,1552,"RCC1L"
4,31,15,26,19,25,32,22,"AC008443.7"
6,5,7,13,8,14,10,11,"AC090970.2"
0,0,0,0,0,0,0,0,"SEBOX"
0,0,0,0,0,0,0,0,"AC091304.6"
0,0,0,0,0,0,0,0,"AC093700.3"
0,0,0,0,0,0,0,2,"MIR223HG"
0,0,0,0,0,0,0,0,"AL121955.1"
0,0,0,0,0,0,0,0,"SNORD28"
1,3,0,2,0,1,0,0,"AC012354.3"
0,0,0,0,0,0,0,0,"AL356274.1"
0,0,0,0,0,0,0,0,"AC007450.2"
0,0,0,0,0,0,0,1,"MIR6889"
0,0,0,0,0,0,0,0,"AC138035.3"
0,0,0,0,0,0,0,0,"AC083806.2"
0,0,0,0,0,0,0,0,"CU639417.1"
0,1,2,0,1,0,2,3,"AC010205.1"
29,115,49,106,46,59,121,58,"AC005332.3"
0,0,0,0,0,0,0,0,"AL121985.2"
0,1,0,3,2,2,1,3,"AC080038.2"
0,0,0,0,0,0,0,0,"RN7SL545P"
1,3,0,2,3,3,0,0,"AC024884.1"
0,0,0,0,0,0,0,0,"SPDYE10P"
0,0,0,0,0,0,0,0,"ZYXP1"
0,0,0,0,0,0,0,0,"IGHV2-70"
0,0,0,0,0,0,0,0,"AC006249.1"
0,0,0,0,0,0,0,0,"AL096861.1"
0,0,0,0,0,0,0,0,"SNORA16A"
0,0,0,0,0,0,0,0,"FAM74A4"
0,1,2,1,1,2,1,0,"AP001282.2"
0,0,0,0,0,0,0,0,"RNU2-1"
0,0,0,0,0,0,0,0,"DGKK"
0,0,0,0,0,0,0,0,"AC027544.4"
2,0,0,1,2,0,0,2,"AC025031.3"
0,0,0,0,0,0,0,0,"AL391669.1"
1,0,0,1,0,0,1,0,"AC087893.3"
0,0,0,0,0,0,0,0,"DUX4L24"
0,0,0,0,0,0,1,3,"RIMBP3B"
0,0,0,0,0,0,0,0,"AC240442.1"
377,708,448,723,499,568,1046,590,"PI4KAP1"
0,0,0,0,0,0,0,0,"AL137784.2"
74,120,86,113,133,109,183,138,"PCCA-DT"
0,0,0,0,0,0,0,0,"AC106873.4"
0,0,0,0,0,0,0,0,"RNU6-866P"
0,0,0,0,0,0,0,0,"TBC1D3"
0,0,0,0,0,0,0,0,"AC011447.5"
0,0,0,0,0,0,0,0,"AL390754.1"
4,10,8,11,12,19,10,10,"AC233968.1"
0,0,0,0,0,0,0,0,"AL021937.6"
0,0,0,0,0,0,0,0,"H4C6"
0,2,0,0,1,0,1,1,"MIR378J"
1,0,0,0,0,0,3,1,"MIR6867"
0,1,3,1,0,0,0,3,"AC007671.1"
0,0,0,0,0,0,0,0,"AC023490.1"
0,0,0,0,0,0,0,0,"AL669942.1"
0,2,2,4,1,0,1,2,"AC073052.1"
0,10,3,2,3,4,4,0,"AC125257.2"
0,0,0,0,0,0,0,0,"AL662814.1"
0,0,0,0,0,0,0,0,"RN7SL719P"
0,0,0,0,0,0,0,0,"AC092628.2"
0,0,0,0,0,0,0,0,"SNORD109A"
38,14,42,38,59,52,44,40,"H2BC17"
0,3,4,5,4,2,4,9,"AC244669.2"
0,0,0,0,0,0,0,0,"AC126175.1"
1,0,0,0,0,1,0,0,"AL512624.1"
0,0,0,0,0,0,0,0,"AL157817.1"
9,8,3,9,9,10,4,6,"AC106782.5"
0,0,0,0,0,0,0,0,"AC022467.1"
0,0,0,0,0,0,0,0,"AL353804.4"
0,0,0,0,0,0,0,0,"RN7SL625P"
0,0,0,0,0,0,0,0,"TBC1D3J"
0,3,0,1,0,0,0,0,"LINC02371"
0,0,0,0,0,0,0,0,"AL589862.1"
0,0,0,0,0,0,0,0,"RN7SKP236"
0,0,0,0,0,0,0,0,"RNA5SP526"
0,0,0,0,0,0,0,0,"AP005019.1"
0,0,0,0,0,0,0,0,"AL133370.2"
6,11,8,12,5,9,14,10,"AC090517.2"
0,0,0,0,0,0,0,0,"AC137590.2"
0,4,0,2,2,0,6,2,"AC040169.3"
3,7,1,2,1,4,5,0,"AC106886.3"
0,0,0,0,0,0,0,0,"MYO5BP1"
0,0,0,0,0,0,0,0,"AC015540.1"
0,1,0,0,0,0,0,1,"AL360181.4"
0,0,0,0,0,0,0,0,"AL391421.2"
0,0,0,0,0,0,0,0,"AL591926.1"
0,0,0,0,0,0,0,0,"AL157834.3"
1,0,1,1,0,0,0,0,"AL390065.1"
3,1,4,4,1,0,3,1,"AC108704.1"
0,0,0,0,0,0,0,0,"MIR6761"
2,1,0,0,5,2,1,5,"AC099521.2"
0,0,0,2,0,0,0,1,"AC108860.3"
0,1,0,1,0,0,0,0,"AL357559.1"
0,0,0,0,0,0,0,0,"AL627171.1"
0,0,0,0,0,0,0,0,"MIR486-1"
0,0,0,0,0,0,0,0,"AC004774.2"
0,0,0,0,0,0,0,0,"AC013269.3"
152,441,170,470,250,214,592,251,"AC005332.4"
2,0,1,2,1,1,2,1,"MIR7974"
0,0,0,0,0,0,0,0,"AC136628.5"
1,4,2,7,1,1,2,1,"AL049757.2"
0,1,1,9,1,2,2,1,"AL136964.1"
0,0,1,0,0,0,0,0,"AC012653.2"
0,0,0,0,0,0,0,0,"AC091825.1"
1,4,0,2,3,2,0,9,"AC079906.1"
0,0,0,0,0,0,0,0,"AL137028.1"
0,0,0,0,0,0,0,0,"AC141273.2"
0,0,0,0,0,0,0,0,"AC069504.1"
0,0,0,0,0,0,0,0,"CCL23"
1,2,2,4,1,0,5,1,"AC004466.2"
0,0,0,0,0,0,0,0,"AC013791.1"
0,0,0,0,0,0,0,0,"AL391827.2"
0,0,0,0,0,0,0,0,"ELOA3"
0,0,0,0,0,0,0,0,"RN7SL627P"
0,0,0,0,0,0,0,0,"AC233702.9"
0,0,0,0,0,0,0,0,"KRTAP7-1"
1,2,10,10,7,8,6,5,"H3C6"
0,7,2,8,8,2,7,1,"AC120498.9"
0,0,0,0,0,0,0,0,"TRBV12-3"
0,0,0,0,0,0,0,0,"AL731897.1"
0,0,0,0,0,0,0,0,"AC243732.1"
2,0,4,4,1,1,2,0,"AC006435.3"
0,0,0,0,0,0,0,0,"RNA5SP527"
0,0,0,0,0,0,0,0,"AL049766.1"
0,0,0,0,0,0,0,0,"PRAMEF27"
0,2,0,0,0,1,0,0,"AC018926.1"
0,0,0,1,0,0,1,0,"BX072579.2"
0,2,0,1,0,1,0,0,"AC243829.1"
0,2,2,5,2,2,5,1,"AC016747.4"
0,0,0,0,0,0,0,0,"MIR6128"
0,0,0,0,0,0,0,0,"AF186192.4"
0,0,0,0,0,0,1,0,"Z82195.2"
0,1,7,1,1,2,7,5,"AC090241.3"
0,0,0,0,0,0,0,0,"AC004792.1"
0,0,0,0,0,0,0,0,"CU633906.1"
0,0,0,0,1,0,0,0,"F8A2"
0,0,0,0,1,1,0,0,"AC008121.4"
5,7,5,14,2,4,13,5,"AC025166.1"
0,0,0,0,0,0,0,0,"AC091948.1"
0,0,3,0,3,2,0,3,"AC007204.2"
1,0,2,0,2,0,1,1,"MIR6768"
1,1,2,0,3,0,2,1,"TBC1D3B"
0,0,0,0,0,0,0,0,"MIR6078"
0,0,0,0,2,1,0,0,"NPHP3-ACAD11"
0,0,0,0,0,0,0,0,"AC126915.2"
0,0,0,0,0,0,0,0,"AC138749.5"
3,4,2,6,7,8,6,9,"MIR6772"
0,0,0,0,0,0,0,0,"AC012531.4"
7,5,2,4,4,3,11,4,"AC004825.2"
0,0,0,0,0,0,0,0,"AC018659.3"
0,0,0,0,0,0,0,0,"AL353770.1"
0,0,0,0,0,0,0,0,"MIR6762"
0,0,0,0,0,0,0,0,"APONP"
0,1,1,0,0,0,1,0,"MIR7152"
17,34,9,34,25,25,50,33,"AL023803.2"
0,1,0,0,0,0,1,0,"LINC01297"
0,0,0,0,0,0,0,0,"AC068473.5"
0,0,0,0,0,0,0,0,"AC233724.8"
0,0,0,1,2,0,0,0,"AC110285.5"
0,0,1,0,0,0,0,1,"AC010333.3"
0,0,0,0,0,0,0,0,"AC100757.2"
0,0,3,0,1,1,1,1,"AC020558.4"
0,0,0,0,0,0,0,0,"AC009233.1"
0,0,0,0,0,0,0,0,"MIR6788"
0,0,0,0,0,0,0,0,"AC132807.2"
0,0,0,0,0,0,0,0,"AL590627.2"
0,0,0,0,0,0,0,0,"AL512427.1"
0,0,0,0,0,0,0,0,"AC114778.1"
0,2,0,3,1,1,3,0,"AC106886.4"
3,11,6,15,8,9,14,6,"AC023043.4"
0,0,0,0,0,0,0,0,"RN7SL422P"
0,0,0,0,0,0,0,0,"AL133351.3"
0,4,3,5,1,0,3,5,"AC131238.1"
0,0,0,0,0,0,0,0,"AC055872.2"
0,0,0,0,0,0,0,0,"AC024051.5"
1,0,0,0,0,0,0,0,"AL135936.1"
0,0,0,0,0,0,0,0,"AC004079.2"
0,0,0,0,0,0,0,0,"AC051649.2"
0,0,0,0,0,0,0,0,"AL589994.2"
0,0,0,0,0,0,0,0,"FP236383.1"
0,0,0,0,0,0,0,0,"AC068790.8"
0,0,0,0,0,0,0,0,"AL137060.4"
0,0,0,0,0,0,0,0,"AC009804.1"
0,0,0,0,0,0,0,0,"CR936218.3"
0,0,0,0,0,0,0,0,"AL117190.3"
0,0,0,0,0,0,0,0,"SEPTIN14P17"
0,0,0,0,0,0,1,0,"AC011487.4"
0,0,0,0,0,0,0,0,"AL136317.2"
0,0,0,0,0,0,0,0,"AC011700.1"
37,73,27,50,38,40,84,59,"PANO1"
6,8,4,8,4,3,13,3,"AC001226.1"
0,0,0,0,0,0,0,0,"AC006386.1"
0,0,0,0,0,0,0,0,"Z69908.1"
4,5,4,0,4,1,3,3,"AC004241.2"
0,0,0,0,0,0,0,0,"AL109933.3"
3,8,0,8,2,4,4,1,"AC093512.1"
0,0,0,0,0,0,0,0,"AL096828.4"
2,2,1,6,2,1,4,4,"AC116447.1"
0,0,0,0,0,0,0,0,"AL390240.1"
67,121,77,126,61,63,124,78,"AL139384.1"
0,0,0,0,0,0,0,0,"AC005296.1"
59,140,98,127,80,110,188,122,"ZKSCAN2-DT"
0,0,0,0,0,0,0,0,"AC239859.4"
0,0,0,3,1,2,3,2,"KRT89P"
1,1,0,2,0,0,2,1,"AL157813.1"
0,0,0,0,0,0,0,0,"AC105227.2"
0,1,0,0,0,0,0,0,"MIR7150"
0,1,0,0,0,0,0,0,"TBC1D3I"
0,0,0,0,0,0,0,0,"AC009014.1"
0,0,0,0,1,0,0,0,"AC090826.2"
0,0,0,0,0,0,0,0,"MIR8083"
40,56,55,74,32,45,83,72,"AC079684.2"
2,5,3,3,2,4,7,3,"AL139260.3"
0,0,0,0,0,1,0,0,"AL109804.1"
0,0,0,0,0,0,1,0,"AC090971.6"
0,0,2,0,0,0,0,0,"NKAIN3-IT1"
0,0,0,0,0,0,0,0,"TEX28P1"
2,1,1,0,0,0,2,3,"RN7SL600P"
18,39,16,51,30,41,50,43,"AC026356.1"
0,0,0,0,0,0,0,0,"AC019322.5"
0,0,0,0,0,0,0,0,"AC112218.2"
0,0,0,0,0,0,0,0,"MIR6771"
0,0,0,0,0,0,0,0,"AC013470.4"
0,0,0,0,0,0,0,0,"BSNDP2"
0,0,0,0,0,0,0,0,"MIR6735"
0,8,0,10,1,2,3,2,"AC087588.2"
0,0,1,0,0,0,0,0,"AC011298.2"
0,0,0,0,0,0,0,0,"RNU11"
0,0,0,0,1,1,0,0,"AC020656.2"
0,0,0,0,0,0,0,0,"AC211476.7"
0,2,0,1,0,0,0,0,"PTCHD3P1"
1,0,0,1,2,1,1,0,"MIR6750"
4,11,7,7,4,4,8,6,"AC092794.1"
0,0,0,0,0,0,0,0,"MIR6876"
5,3,1,2,0,1,4,0,"AC254629.1"
0,0,0,0,0,0,0,0,"MIR8056"
0,0,0,0,0,0,0,0,"AC013564.1"
0,0,0,0,0,0,0,0,"AC006449.1"
0,1,0,1,1,0,1,0,"H2AC12"
0,0,0,0,0,0,0,0,"SNORA17A"
0,0,0,0,0,0,0,0,"MIR8052"
0,0,0,0,0,0,0,0,"AL365215.1"
0,0,0,0,0,0,0,0,"AL352984.2"
3,6,1,8,6,1,7,3,"ZNF280B"
0,0,4,0,0,3,1,0,"AL354950.1"
0,0,0,0,0,0,0,0,"AC233968.2"
0,0,0,0,0,0,0,0,"AC129492.6"
0,0,0,0,0,0,0,0,"AC011476.8"
0,0,0,0,0,4,1,0,"RN7SL166P"
0,0,0,0,0,0,0,0,"AL353149.1"
0,0,0,0,0,0,0,0,"AC015574.1"
0,0,0,0,0,0,0,0,"AL353748.2"
6,6,12,5,5,7,5,7,"MIR6753"
2014,4396,2641,4495,3097,3748,5510,3658,"MLLT6"
0,0,0,0,0,0,0,0,"AC005383.1"
0,0,0,0,0,0,0,0,"AC002401.3"
0,0,0,0,0,0,0,0,"GXYLT1P4"
0,0,0,0,0,0,0,0,"HMGB1P24"
0,0,0,0,0,0,0,0,"RNU6-538P"
0,0,0,0,0,0,0,0,"AL133467.5"
0,0,0,0,0,0,0,0,"TP53TG3E"
0,0,0,0,0,0,0,0,"MIR8086"
2,2,0,9,2,8,9,4,"AC091980.2"
0,0,0,0,0,0,0,0,"AC009159.1"
0,0,0,0,0,0,0,0,"AC027373.2"
0,0,0,0,0,0,0,0,"SNORD25"
0,0,0,0,0,0,0,0,"AL603755.1"
0,0,0,0,0,0,0,0,"BSNDP1"
2237,5405,3258,5914,3643,4395,7228,4528,"PPP4R3B"
0,0,0,0,0,0,0,0,"AC002542.3"
6,23,13,21,15,18,25,17,"AC011468.5"
1,3,0,1,2,7,2,0,"AC020663.3"
0,0,0,0,0,0,0,0,"PPP1R26P3"
0,0,0,0,0,0,2,0,"AC122133.1"
0,0,0,0,0,0,2,0,"AC239860.1"
96,338,156,358,199,230,363,202,"SYNRG"
0,0,0,0,0,0,0,0,"MIR6825"
0,0,0,0,0,0,0,0,"AL163540.2"
0,0,0,0,0,0,0,0,"AL132655.5"
0,1,3,1,4,3,5,1,"AL023653.2"
0,0,0,0,0,0,0,0,"AL139038.1"
0,0,0,0,0,0,0,0,"SNORD50B"
63,182,76,143,83,96,165,109,"NUDT18"
0,0,0,0,0,0,0,0,"AC244015.1"
0,0,0,0,0,0,0,0,"AC090093.1"
1,4,2,0,0,1,1,2,"SNORD91B"
0,0,0,0,0,0,0,0,"AC026469.1"
0,0,0,0,0,0,0,0,"RN7SL296P"
2,5,1,3,2,1,6,6,"AC022098.4"
1,4,1,2,2,6,6,2,"AL031710.2"
0,0,0,0,0,0,0,0,"AC079395.3"
0,0,0,0,0,0,0,0,"AC024940.6"
0,1,0,0,0,0,0,0,"MIR6766"
0,0,1,0,1,0,1,0,"AF117829.2"
3,9,4,7,4,6,5,6,"AC025594.2"
0,0,0,0,0,0,0,0,"MIR6782"
0,0,0,0,0,0,0,0,"AC091212.2"
0,0,0,0,0,0,0,0,"MIR6504"
0,0,0,1,1,1,0,0,"AL928646.1"
121,240,187,308,181,223,406,247,"ZNF2"
0,0,0,0,0,0,0,0,"GAGE2E"
1,0,0,0,0,0,0,0,"AC067904.3"
0,0,0,0,0,0,0,0,"AC244131.2"
0,3,3,5,2,1,4,2,"AC048382.5"
0,0,0,0,0,0,0,0,"AC211486.7"
0,0,0,0,0,0,0,0,"H4C13"
0,0,0,0,0,0,0,0,"SNORD116-22"
0,0,0,0,0,0,0,0,"RN7SL203P"
0,0,0,0,0,0,0,0,"AC243994.1"
0,0,0,0,0,0,0,0,"AL592227.1"
30,136,72,195,93,111,170,109,"AC241952.2"
1,5,4,6,5,11,9,6,"RN7SL663P"
0,0,0,0,0,0,0,0,"AL117190.4"
0,0,0,0,0,0,0,0,"AL357080.1"
0,0,0,0,0,1,0,0,"AL133492.1"
0,0,0,0,0,0,0,0,"SEC22B3P"
0,0,0,0,0,0,0,0,"MIR6888"
0,0,0,0,0,0,0,0,"SCARNA16"
0,0,0,0,0,0,0,0,"SNX18P5"
0,0,0,0,0,0,0,0,"AP003499.4"
0,0,0,0,0,0,0,0,"CCL16"
0,0,0,0,0,0,0,0,"AL121839.4"
0,0,0,0,0,0,2,0,"AC027348.1"
0,0,0,0,0,0,0,0,"AC068134.4"
0,0,0,0,0,0,0,0,"TRBV12-5"
2,2,5,5,0,1,2,0,"AL354718.1"
0,0,0,0,0,0,0,0,"AL117190.5"
0,4,1,1,0,0,3,0,"AC005391.1"
0,0,0,0,0,0,0,0,"AC117457.1"
0,5,1,1,3,1,4,2,"MIR6814"
0,0,0,0,0,0,0,0,"MIR6815"
0,0,0,0,0,0,0,0,"FRG2MP"
0,0,0,0,0,0,0,0,"AC243571.1"
0,0,0,0,0,0,0,0,"AC060814.3"
0,0,0,0,0,0,0,0,"AC018529.1"
