"HBCx14_Carboplatin1","HBCx14_chemonaive1","HBCx14_chemonaive2","HBCx14_Carboplatin2","HBCx14_Carboplatin3","HBCx14_Carboplatin4","HBCx14_Carboplatin5","HBCx14_chemonaive3","Symbol"
4613,6628,5983,3843,6337,5081,5393,6567,"GRN"
687,1266,1479,613,964,921,791,1539,"FAM13B"
383,386,527,241,603,394,325,476,"ARHGAP31"
203,277,270,205,284,231,280,327,"CENPQ"
2627,3111,3676,2274,3014,3021,3174,4539,"SARS1"
1776,2992,2967,1625,2414,2268,2334,3914,"RANBP3"
305,465,635,318,375,400,340,721,"ARID4A"
625,988,1018,572,865,878,900,1274,"EIPR1"
1679,3263,3618,1226,2578,1921,1879,4701,"PNPLA6"
187,434,410,159,223,257,247,520,"IFT88"
507,769,702,446,638,610,601,1029,"ALG1"
692,978,1160,691,922,857,913,1378,"ZCCHC8"
551,651,611,429,681,611,645,882,"ABCF2"
1335,1696,1766,1165,1965,1536,1484,2146,"CHPF2"
0,2,0,0,0,0,0,2,"LRRC7"
203,279,242,160,254,236,226,328,"FUT8"
1331,2223,2639,902,1593,1586,1249,2876,"UBA6"
538,1097,1117,590,706,730,734,1325,"GAB2"
960,1464,1575,819,1161,1066,1053,1892,"ATP6V0A1"
685,1029,1081,645,919,824,807,1252,"PIAS1"
773,1491,1647,620,1042,959,823,1662,"SLC4A7"
423,1013,982,395,617,556,508,1383,"APBA2"
1834,2106,2486,1513,2626,2241,1944,3131,"MAP2K3"
0,0,0,0,0,0,0,0,"EFCAB1"
21473,43441,48180,20694,29952,29408,31136,54860,"TMSB10"
114,187,229,98,121,126,119,270,"ASTE1"
2278,3062,3578,1778,3384,3079,2212,3592,"RNF19A"
676,1255,1249,762,832,962,895,1652,"PEX3"
708,1108,1104,707,1022,846,910,1440,"GABARAPL2"
0,0,0,0,0,0,0,0,"MYOC"
2155,4122,4299,1795,2600,2356,2551,4479,"SH3YL1"
1482,2438,2493,1310,1920,1927,1797,3464,"FAM136A"
6412,10920,12710,4488,8065,7393,5885,14057,"VCL"
0,0,0,0,0,0,0,0,"DEPDC1B"
398,1210,642,353,484,424,473,888,"DAPK2"
566,1177,1243,438,716,683,605,1592,"NSMAF"
2632,4256,4466,2196,3409,3200,2873,5193,"ADSS2"
2,0,2,9,7,3,4,1,"STAP1"
1873,2426,2760,1565,2560,2021,1992,3665,"TIMP2"
1337,2847,2744,1218,1639,1688,1471,3046,"RFC1"
953,1623,1887,810,1332,1297,1085,2205,"TBC1D23"
1627,2132,2348,1945,2089,2203,2141,3140,"CUL3"
18,34,26,17,29,18,31,21,"MYOM2"
0,0,0,0,0,0,0,0,"OTC"
25,39,49,25,22,27,41,40,"CYP46A1"
1226,2114,2254,1049,1575,1488,1305,2787,"AC118549.1"
0,0,0,0,0,0,0,0,"SLC18A1"
378,360,429,320,526,435,455,592,"USP2"
0,0,0,0,1,0,0,0,"CASR"
252,326,313,240,379,262,290,475,"TUBG2"
428,769,760,423,652,583,627,1118,"RPL26L1"
54,13,24,43,44,45,46,36,"FLT4"
4171,5361,6629,3594,5517,4909,4453,7703,"NSUN2"
541,971,956,481,831,664,666,1230,"FBXO42"
343,595,714,238,418,370,289,856,"MFAP3"
808,1558,1487,759,1036,957,1085,1796,"MRI1"
236,314,341,248,324,270,267,443,"METTL1"
243,109,198,133,259,177,227,246,"HOXC8"
171,327,299,88,192,183,179,301,"AGA"
413,1180,1067,442,540,649,499,1170,"PI4K2B"
339,591,657,288,419,418,353,716,"BOD1L1"
528,909,1039,385,745,621,511,1219,"MAT2B"
1,0,0,0,2,1,1,2,"TLL1"
2254,3733,3639,2184,3183,2991,2941,4552,"EDC4"
5927,12993,14224,4013,7424,6172,5163,14615,"TRIO"
418,473,961,425,754,567,534,962,"VCAN"
985,1186,1260,655,1255,1063,899,1576,"CLEC16A"
0,0,3,3,2,0,2,0,"MSR1"
10958,17187,17309,8300,13011,12221,11044,21232,"CDH1"
735,1241,1349,702,967,937,848,1712,"MTREX"
293,646,626,165,287,324,258,552,"DNAH5"
571,997,1291,494,759,698,608,1382,"ZFYVE16"
2298,3510,3771,2062,3365,3059,2626,4432,"RIPOR1"
0,0,0,0,0,0,1,1,"C6"
956,1855,1901,731,1233,1147,898,2183,"RAI14"
21,12,25,19,32,18,12,22,"SOX30"
1003,1636,1305,938,1341,1236,1438,1816,"PNKP"
1,1,1,0,6,2,2,4,"BEST2"
300,577,829,279,393,352,402,860,"PHLPP2"
649,1114,1021,682,908,986,915,1345,"SPDL1"
329,683,635,291,387,377,337,748,"STAU2"
247,357,351,274,329,309,335,470,"SLC66A1"
307,317,352,238,379,319,355,512,"CTNS"
229,650,589,170,336,235,268,707,"RTN4R"
886,1045,1345,819,1211,1077,1184,1568,"PHF23"
1,0,0,1,0,0,2,0,"CDH10"
822,1389,1349,556,1084,927,868,1727,"INPP4A"
322,743,831,238,390,335,319,821,"RAB27B"
1646,2894,2988,1554,2492,2201,2231,4277,"PSMA4"
62,80,70,48,100,127,88,80,"MYO16"
5085,6823,7185,4298,6567,6120,5459,9251,"LSG1"
305,469,341,279,361,331,340,329,"PARP3"
5918,2682,4595,2132,10409,5408,3781,4825,"TNC"
201,340,387,226,353,256,277,591,"THAP3"
106,39,34,57,94,101,114,43,"RIPOR3"
592,1009,1059,592,790,882,770,1376,"TDP1"
578,1045,1112,549,776,769,637,1408,"AIFM2"
0,0,0,0,0,0,1,0,"C2orf83"
130,192,216,105,163,141,120,267,"SPATA7"
178,315,288,169,233,248,229,408,"MED17"
1153,2039,2281,958,1548,1454,1511,2930,"RETSAT"
3833,6860,6630,3429,5135,4873,5144,7117,"CAPG"
989,1769,1780,1083,1369,1302,1539,2441,"AP2S1"
1,0,0,0,0,0,1,0,"USH2A"
2,2,4,1,0,1,6,4,"ZPBP"
4,1,3,3,2,1,6,1,"TG"
15,29,38,7,9,19,20,21,"ADAM28"
1229,3762,3590,1477,1716,1764,1831,3801,"BARX2"
1562,2717,2853,1456,2040,2006,1717,3391,"DCUN1D1"
547,818,721,491,638,609,609,825,"JADE2"
5,0,1,5,3,2,8,2,"ZIC2"
5,2,3,10,11,8,9,3,"LCP2"
792,1238,1173,732,1050,1032,1020,1618,"TRIT1"
19,6,12,137,30,21,16,31,"ADRB1"
0,0,0,0,0,0,0,0,"GUCA2B"
1072,1905,1822,840,1461,1241,1161,2235,"CUL7"
7656,15943,15793,6755,10460,9384,8797,18586,"CTNNA1"
595,1398,1383,497,820,723,754,1855,"PHKA2"
191,626,523,182,252,317,282,729,"CNTLN"
4,1,1,0,0,2,2,0,"EPHA3"
21107,17864,24177,9667,28515,11680,14081,19452,"HSPA5"
4906,9516,9686,3191,4947,4838,4139,10000,"DSG2"
127,221,210,79,159,98,131,265,"GEMIN8"
740,1274,1280,629,995,937,889,1722,"OFD1"
614,959,1049,557,736,773,846,1463,"GPM6B"
0,0,0,1,0,0,0,0,"MAGEC2"
3,0,2,1,0,3,0,0,"PREX2"
237,368,428,212,336,227,284,492,"WDR37"
805,1515,1741,649,912,925,850,1785,"YTHDC2"
662,1209,1227,602,901,926,832,1584,"CTPS2"
543,704,720,562,706,807,777,1036,"ATP6V1H"
1475,2685,3009,1296,1877,1920,1714,4046,"POLR2B"
477,783,769,395,599,601,576,862,"FAM214A"
153,284,309,122,237,197,175,331,"ARAP2"
4179,7398,7900,3513,5579,5379,4815,10075,"TPR"
487,386,255,196,891,301,189,217,"CP"
609,909,987,635,816,806,747,1361,"KIAA0556"
258,414,398,284,384,344,321,522,"DTNBP1"
288,588,602,232,351,345,305,738,"XK"
50,38,37,42,50,53,54,34,"ANO2"
1293,1732,1821,964,1611,1460,1360,2320,"C12orf4"
30,20,122,35,36,26,31,135,"SCML1"
1552,2704,2738,1284,2154,1768,1612,3684,"WWC3"
10,12,23,8,10,9,7,18,"ARHGAP6"
28,47,53,13,29,23,18,85,"FAM184B"
8602,16962,16092,7415,11302,10951,9443,20343,"MAP4"
721,1200,1390,566,1007,898,831,1609,"GOPC"
0,0,0,0,0,0,0,0,"ROS1"
1098,1369,1818,794,1408,1204,1083,1998,"USP28"
434,612,761,282,530,487,312,681,"HDAC9"
2075,3506,3602,1852,3108,2775,2668,4276,"TSPAN17"
1024,1388,1579,1046,1401,1416,1290,2341,"NOP16"
241,435,423,184,278,232,268,585,"CC2D2A"
372,666,859,387,485,488,436,978,"RRM2B"
563,797,992,584,763,723,589,1069,"ZNF800"
0,0,0,0,0,0,0,0,"TNFRSF17"
445,676,610,266,475,448,356,782,"SNX29"
7,6,2,9,14,13,22,5,"LMO3"
840,1314,1243,813,1079,1132,1106,1582,"MRPS10"
0,0,0,0,0,0,0,0,"GUCA1A"
878,1558,1807,794,1114,1109,922,2005,"RSF1"
778,1491,1504,634,942,837,769,1722,"VPS13D"
1763,2848,3222,1605,2210,2246,1956,2905,"CELF2"
8754,16168,17355,7388,11741,10665,9073,21137,"FAM120A"
1494,2720,2791,1360,1933,2119,1860,3881,"R3HDM1"
2924,5627,4947,1987,3994,3214,3376,5519,"COL9A2"
151,251,276,97,223,131,147,289,"KITLG"
85,135,147,83,110,112,102,199,"ERCC8"
42,37,41,29,46,37,30,43,"ADAMTS6"
1408,3078,2586,1072,1747,1616,1489,2519,"H6PD"
1979,3265,3405,1881,2543,2704,2510,4011,"VAMP3"
246,390,469,138,340,263,241,535,"PER3"
0,0,0,0,0,0,0,0,"UTS2"
21,2,3,22,22,33,20,5,"TNFRSF9"
366,613,552,371,455,554,539,842,"EPN3"
2523,6744,6929,1512,3202,2977,2283,6868,"LTBP1"
1967,2653,3199,1521,2467,2185,2201,3546,"RCN1"
217,144,148,178,160,176,245,135,"ELN"
1376,2057,1880,1450,1821,1800,1817,2554,"RFC2"
5615,10000,10278,3958,6822,6750,5631,12176,"ARID1B"
2735,3389,4309,2422,3859,3214,3256,5097,"CLPTM1L"
1522,3044,3122,1384,2257,1997,1762,3493,"NEDD4L"
14,14,12,5,13,17,21,18,"FOXP3"
185,340,311,161,288,205,227,478,"PPP1R3F"
1325,1902,1747,951,1560,1447,1482,2268,"HEXB"
253,378,450,174,276,255,269,484,"PTCD2"
105,285,278,99,150,95,99,274,"NEXMIF"
582,1047,1097,442,659,653,688,1329,"JKAMP"
42,19,36,15,36,32,23,39,"DKK3"
587,1164,1125,501,898,729,640,1298,"ARHGEF5"
1128,1668,1934,714,1553,1306,1203,2213,"NFE2L3"
953,1652,1820,916,1215,1216,1225,2247,"MCUR1"
415,994,981,316,539,528,498,1149,"LIMA1"
983,1603,1412,997,1216,1273,1270,1903,"LETMD1"
11,13,24,14,4,17,15,14,"SLC4A8"
301,235,247,229,343,327,339,309,"LAMC3"
9,1,3,7,1,12,6,1,"PTGER3"
13,6,2,10,37,18,8,3,"TNIP3"
1150,2484,2503,1061,1480,1406,1360,2934,"MAPK9"
1,5,4,0,1,2,4,1,"COL23A1"
522,640,634,474,775,715,693,806,"BCAR1"
973,1505,1392,874,1318,1230,1204,1806,"FAM160A2"
1370,2578,2565,1554,2128,1776,2143,2978,"HERPUD1"
1064,1659,1831,843,1777,1426,1369,2189,"HOMER3"
439,367,457,378,586,563,555,581,"RAD51"
557,417,372,403,715,563,552,484,"POLQ"
852,1908,2034,832,1317,1006,950,2276,"PIK3CB"
2604,3653,3697,2315,3588,3059,3521,4543,"CYBA"
298,514,466,275,425,399,455,708,"THOC3"
4308,13759,13887,3861,5774,5496,5468,16005,"HEBP2"
292,510,561,231,367,320,293,670,"MPHOSPH9"
901,2271,2239,624,1051,1118,1008,2409,"PLEKHA5"
1515,3393,3123,1210,1750,1836,1848,3748,"PRSS8"
1249,2193,2745,1025,1457,1617,1392,3094,"SIKE1"
784,812,1029,627,979,826,859,1242,"RRP12"
238,540,612,188,299,251,219,656,"FNIP2"
159,1118,1378,179,271,212,209,1560,"MSMO1"
1663,2999,3365,1461,1993,1884,1819,3577,"TTC17"
17,8,5,5,15,13,9,6,"ALX4"
0,1,0,0,0,0,0,0,"FSTL4"
678,1311,1596,532,816,726,711,1964,"FOXN3"
0,0,1,0,0,0,0,0,"METTL24"
598,1225,1188,531,820,780,796,1515,"AKR7A2"
1331,1762,1834,1300,1810,1678,1551,2517,"MRTO4"
5,1,2,4,1,3,4,2,"NNAT"
593,962,853,600,811,825,861,1080,"USE1"
21,16,25,14,31,26,24,39,"MCF2L2"
2,3,1,0,1,1,0,2,"NRIP2"
180,295,354,85,181,149,155,233,"LAMA3"
733,1156,1311,623,921,903,817,1539,"AP5M1"
333,636,660,283,437,424,381,756,"ANAPC4"
46,70,41,21,72,50,50,27,"KCNQ1"
1560,2626,2648,1443,2186,1979,1979,3710,"TRAPPC3"
4401,6711,7391,3700,5299,5284,4467,9359,"THRAP3"
1825,3260,2884,1701,2297,2179,2465,3666,"PHPT1"
747,1883,1692,587,974,742,884,2188,"ENTPD2"
403,607,544,332,528,438,464,583,"LY75"
816,1347,1712,730,1057,994,948,1892,"ARID4B"
147,205,355,78,176,152,141,368,"OPN3"
524,818,762,474,678,738,602,1064,"SDCCAG8"
4,2,7,3,5,2,7,2,"PTPRN"
97,128,135,63,113,125,100,159,"HHAT"
1858,3501,4111,1688,2231,2204,2091,4233,"KIF1B"
2576,4957,3507,1935,3259,2922,2956,4788,"FOXC1"
519,1019,832,484,678,714,683,1149,"TBC1D22A"
3230,5635,6022,2322,3975,3491,3310,7044,"SYNE2"
761,1217,1259,526,858,861,778,1618,"PLEKHH1"
3146,7123,7107,2167,3847,3230,2851,7336,"ATP9A"
0,0,0,0,0,0,0,0,"SPO11"
0,0,0,0,0,0,0,0,"CBLN4"
2,1,0,5,7,2,3,0,"CHRDL2"
1637,3951,3661,1312,2153,2048,1769,4372,"FAM168A"
333,558,540,348,502,482,468,735,"RELT"
313,749,608,263,420,329,296,731,"GALC"
2126,3289,3625,1936,2612,2691,2427,4584,"NOP58"
2999,5100,5271,3148,4457,4232,4085,6637,"SZRD1"
118,34,58,125,136,118,150,78,"KCNH2"
2429,4242,3885,2220,3249,3007,2847,5419,"CUL1"
223,369,409,161,281,212,220,464,"FAM114A2"
743,1597,1536,694,1056,1042,1016,1735,"CYFIP2"
2990,4950,5201,2571,3963,3719,3252,5823,"TAB2"
1051,1605,1663,1203,1352,1337,1446,2026,"GINM1"
5645,5066,4924,3272,6801,5455,3503,5449,"EIF2AK2"
1756,2002,2237,1497,2123,1921,1671,2923,"USP36"
1418,2704,2344,1157,1690,1558,1378,2963,"KMT2C"
519,658,889,328,514,429,476,1034,"MCOLN3"
2,0,0,2,2,2,0,2,"CCDC85A"
3749,6668,7283,3194,4770,4468,4026,8666,"PUM2"
245,476,421,251,317,285,366,476,"MRPL43"
8,6,7,4,8,9,10,14,"ITIH4"
0,0,0,1,0,0,0,0,"ITIH1"
166,268,278,168,228,244,218,349,"HPF1"
2832,4028,4892,2044,3663,3222,2650,5220,"ZFR"
221,285,300,183,265,228,195,383,"ZNF280C"
0,0,0,0,0,0,0,0,"NPFFR2"
1,0,0,3,1,0,0,2,"PHF21B"
868,923,964,385,1067,755,494,1015,"TRAF1"
1795,2541,3087,1779,2305,2306,2208,3983,"RC3H2"
700,881,893,552,940,696,858,1135,"IL17RB"
1025,1680,1701,853,1453,1271,1197,2110,"TRAF3IP2"
82,267,228,89,101,137,114,297,"GYG2"
946,1638,1904,656,1128,990,1010,2255,"DCBLD2"
1,0,0,0,0,0,0,0,"SERPINB3"
2297,3788,4276,1736,2995,2520,2366,4948,"SOAT1"
866,2044,2367,636,1076,1075,878,2634,"PKP2"
20,81,66,13,15,21,31,78,"MSH4"
14,8,7,13,22,13,16,6,"F7"
8924,15760,16881,8245,11866,11928,11056,19842,"GDI2"
81,26,33,52,92,75,51,44,"PRDM1"
1071,1838,1806,1008,1504,1422,1369,2357,"ATG5"
75,182,146,67,90,65,59,137,"TMCC3"
757,1153,1251,782,1017,1084,1052,1624,"PITHD1"
1111,1888,1883,1054,1457,1566,1549,2240,"MTA3"
1418,2732,2851,1341,1920,1887,1676,3602,"USP13"
1277,2638,3401,1177,1772,1576,1496,3618,"ATP11B"
3544,5157,5625,1678,5051,3314,2484,5505,"LAMC2"
418,636,774,283,492,554,427,979,"CDK14"
6279,8869,9670,4885,8582,7092,6968,11086,"SEC61A1"
832,1487,1764,853,1131,1136,990,2060,"PPP1R12A"
243,557,623,176,291,314,262,704,"RASGRF1"
28,69,54,39,34,44,92,57,"CAMK2B"
541,916,832,390,759,648,660,1149,"CROCC"
1290,1577,1927,1107,1775,1530,1549,2509,"POLR3E"
3096,6634,8090,1642,3945,2838,2597,7201,"ATP2B4"
4,6,9,0,8,3,2,8,"ZC3H11A"
330,556,543,312,450,448,490,695,"RIOK2"
526,969,988,493,717,652,628,1151,"YIPF1"
2301,3062,3112,1741,2814,2669,2533,4174,"NDC1"
22,10,15,13,20,14,18,12,"DGKG"
403,766,689,354,599,519,462,938,"FLYWCH1"
653,876,771,674,921,936,959,1130,"UNKL"
32,30,46,25,34,55,45,47,"TBXAS1"
1005,656,660,500,1122,968,655,613,"PARP12"
1295,2374,2569,985,1626,1524,1329,2910,"ALDH18A1"
1843,3794,3453,1320,2155,2051,1979,4181,"TARBP1"
161,343,339,161,219,246,218,482,"GATB"
799,1037,1016,743,891,921,915,1246,"MXD1"
329,495,577,324,414,472,369,595,"CDK17"
288,477,516,265,371,327,323,552,"DNAJC25"
15,56,29,10,12,20,13,38,"SLC2A3"
14,17,20,11,18,17,10,25,"PSD"
508,741,769,466,728,663,618,956,"CTDP1"
10757,17850,20765,8786,14918,13543,13164,27112,"YBX3"
692,1131,1187,585,836,877,810,1188,"STYK1"
8350,14704,17353,6441,10642,9667,8993,17824,"WNK1"
0,0,0,0,0,0,0,1,"RPS17P5"
2742,3725,4351,2181,3554,3081,2949,5265,"CCAR1"
2321,2630,2748,1996,2945,2720,2564,3773,"OGFR"
1215,1552,1866,1199,2051,1655,1501,2062,"GNA15"
2,0,1,0,2,0,0,0,"CREB3L3"
197,351,363,137,310,203,226,432,"PIGV"
1695,3738,3394,1563,2118,1995,1809,3237,"PTPRU"
1264,2028,2054,1148,1616,1669,1571,2799,"SNRNP40"
9,10,4,1,7,3,4,8,"RIMBP2"
29,25,61,60,61,42,51,71,"COL11A1"
1879,3357,3910,1524,2237,2211,2087,4346,"QSER1"
881,1625,1587,885,1141,1130,1259,1857,"MPC1"
837,1459,1327,804,1194,1111,1163,1693,"ACAA1"
709,928,1292,411,873,927,647,1610,"BCAT1"
2414,3784,3586,1840,3208,2841,2715,4294,"HDAC7"
203,519,408,163,370,261,209,509,"LZTS1"
10,3,3,4,9,6,2,8,"PRDM6"
0,0,0,0,0,0,0,0,"WNT8A"
35,123,57,40,42,38,39,96,"SPAG4"
4783,9268,10187,4042,6185,5804,4918,11803,"NCKAP1"
928,1500,1674,800,1229,1234,1210,2150,"MRPS35"
234,128,193,154,312,244,213,198,"GUCY1B1"
1220,1925,1794,1023,1573,1390,1501,2418,"SFSWAP"
6705,14519,13701,6759,9303,9052,9747,18131,"TNK2"
643,1130,1350,560,806,756,713,1532,"MON2"
10499,12965,15142,7400,15303,11605,10428,17395,"CDH3"
0,0,0,0,0,1,0,1,"ARSF"
1081,1535,1667,1116,1477,1381,1405,2158,"GPBP1"
1297,1748,1642,2088,1737,1707,1813,2179,"DGAT2"
122,174,217,85,123,125,129,244,"ZNF112"
4056,6943,7216,4198,5497,5557,5254,9417,"CS"
231,278,485,173,334,311,257,386,"LTK"
27,13,22,11,42,29,13,29,"MRPS24"
612,718,860,500,811,681,748,1093,"ELMO2"
1745,2667,3257,1572,2229,2205,1813,3664,"WAPL"
2178,3439,2876,1389,2872,2169,2106,3384,"VMP1"
836,1514,1679,874,1198,1121,1121,1858,"APPBP2"
1464,1557,1558,1366,2151,1922,2066,2272,"POLD1"
0,2,1,2,1,0,2,0,"SEZ6"
4941,10535,10881,4811,6638,6361,6334,14607,"EIF4B"
448,798,606,423,613,622,658,909,"SLC6A16"
866,1374,1283,861,1125,1127,1244,1766,"BICRA"
310,567,511,302,482,443,453,678,"SPHK2"
4374,9550,8911,5103,6090,6045,7744,11208,"RPL18"
156,168,260,143,206,188,195,244,"CA11"
523,716,767,471,729,695,744,1047,"ISOC2"
5886,8149,8876,5893,8220,7849,8053,11926,"U2AF2"
2497,3738,3591,2433,3634,3189,3406,4462,"EPN1"
854,1246,1313,848,1179,1123,1024,1590,"MED29"
16,21,15,4,27,22,12,25,"AHRR"
2,0,0,1,0,0,0,0,"GSC2"
734,1756,1814,658,992,994,807,2013,"ZNF275"
2921,4947,5051,2313,3749,3546,3011,5928,"MTMR1"
1457,3213,3045,1338,2095,1542,1867,3702,"GPC1"
170,202,223,119,193,209,189,291,"ADCK1"
340,598,611,305,472,399,477,816,"HAGH"
807,1203,1355,764,1111,1039,1011,1635,"RNF4"
733,769,686,496,881,734,632,764,"CASP8"
403,711,785,238,468,453,341,775,"LIMCH1"
992,1652,1791,844,1310,1310,1239,2399,"INTS13"
1937,3010,3489,1140,2234,2310,2026,4152,"TM7SF3"
144,137,124,152,193,161,183,254,"DLX3"
153,253,257,134,147,173,178,310,"SPA17"
1,0,0,1,1,0,1,0,"TSPAN32"
1,1,0,1,0,1,2,3,"CCN5"
0,0,0,1,0,0,0,0,"DMRT3"
477,1041,1097,423,582,492,537,1168,"ST3GAL6"
432,863,800,357,621,461,491,803,"ATP2C2"
9,1,0,4,7,3,5,2,"NGFR"
193,342,466,136,210,156,223,421,"CDON"
1392,2439,2897,1162,1731,1774,1429,3410,"TAF2"
1937,4030,4575,1483,2530,2177,1667,4897,"HIPK2"
2232,4359,4592,2132,3293,2978,2730,5235,"TNPO3"
7,4,0,3,4,5,2,7,"BORCS8-MEF2B"
1234,1750,1780,1389,1779,1759,1903,2266,"RFXANK"
994,1390,1579,912,1412,1264,1374,2225,"TMEM161A"
1197,2013,2097,1022,1722,1376,1495,2646,"LPAR2"
2422,3334,3394,1991,3563,2792,2866,4247,"CTSA"
4354,7104,7350,3823,5907,5081,5189,9480,"SUGP2"
919,1399,1765,665,1287,979,853,1612,"SLC12A2"
140,325,324,101,122,120,100,410,"SNX24"
630,856,1010,649,839,759,920,1325,"EYA2"
3839,4433,5632,3466,5620,4955,4746,6845,"CNN2"
1024,1316,1098,773,1437,1115,1147,1285,"ABCA7"
21,2,3,4,23,9,9,4,"SNCAIP"
798,1033,1161,588,925,982,919,1351,"DDX20"
1536,3021,2940,1502,2150,1973,1782,3590,"BTBD1"
516,1269,1497,353,657,625,527,1714,"FAR2"
7,19,17,10,6,5,21,20,"BCAS1"
0,0,0,0,0,0,0,0,"POU1F1"
3754,2374,1917,2251,4756,3327,2709,1885,"CHI3L2"
4284,6770,6384,3909,5879,5312,5081,9388,"SBNO2"
719,1130,1344,536,923,905,905,1558,"PMS1"
4191,7302,6721,3955,5537,5610,6143,8311,"HMG20B"
26,38,37,28,37,29,24,40,"CALCRL"
806,1300,1279,758,1035,1002,1151,1751,"TAF11"
1546,2134,2708,1282,2071,1956,1626,3291,"ANKS1A"
6211,9515,10003,5277,8430,7677,7101,12131,"AP3D1"
911,1546,1519,802,1212,1072,1108,1967,"ZNF76"
1054,1107,1309,1101,1471,1240,1521,1863,"SLC9A3R2"
333,514,566,308,491,399,439,764,"NTHL1"
436,865,972,381,550,529,454,973,"UHRF1BP1"
2205,3882,4246,1886,2763,2856,2607,5137,"GNAI3"
2363,4867,5151,1939,3026,2762,2425,6465,"IPO5"
3237,6218,6291,3349,4063,4600,4341,8134,"OAT"
2186,3194,3360,1713,2938,2731,2423,4499,"WDR3"
1599,2543,3359,1274,1910,2061,1763,3875,"PKN2"
1332,1955,1929,1230,1727,1637,1717,2676,"WDR18"
911,993,1169,580,1117,905,787,1341,"TRAM2"
3769,4838,4492,2483,5416,3906,3651,5543,"NTN1"
200,231,291,108,266,231,173,203,"GLP2R"
1062,971,1112,889,1391,1303,1223,1595,"MCM10"
703,1268,1402,572,814,799,822,1325,"DGKA"
4596,8994,8679,4102,5293,5684,5380,10303,"ERBB3"
389,707,693,555,568,584,672,912,"ROPN1"
88,145,146,54,103,93,68,125,"ANKRD44"
2915,5266,5615,2948,4151,3974,3910,7223,"KARS1"
354,539,492,257,418,429,283,584,"ADAT1"
618,879,932,463,735,616,683,1007,"PDIA5"
683,877,1075,566,884,738,651,1284,"TBC1D22B"
1103,2099,2132,1149,1543,1478,1580,2850,"NDUFB4"
2280,4936,5486,1832,2766,2570,2287,5737,"SPEN"
216,311,378,188,256,250,180,478,"MYLK"
2314,3382,3959,1937,3109,2848,2542,4774,"ZC3H15"
559,857,887,668,705,793,770,1095,"MAP2K4"
219,419,385,255,352,322,318,530,"PACC1"
2,3,1,1,1,3,3,2,"SNAP91"
502,1189,1103,398,561,540,491,1268,"SLK"
365,711,711,316,456,395,373,928,"CYB5R4"
5,4,3,3,6,2,3,4,"COL17A1"
359,651,583,242,372,367,365,758,"GSTO2"
206,296,260,184,282,249,280,398,"SEC61A2"
0,0,0,2,0,2,4,0,"PRKCQ"
2319,3540,3858,1938,2893,2861,3140,4521,"TLE2"
910,1678,1859,812,1206,1067,1085,2455,"ASB1"
1326,2745,2616,1045,1768,1701,1491,2671,"FAM107B"
479,915,1120,421,632,585,534,1425,"ME1"
2563,4935,5028,2107,3384,3285,2952,5997,"TBC1D1"
1092,1740,1994,1100,1609,1522,1319,2494,"CDK13"
2238,2384,2611,2079,3153,2773,2730,3265,"MTHFD2"
874,1435,1665,561,1194,983,778,1860,"SLC9A7"
1688,3126,3028,1454,2176,2095,1926,3971,"FOXJ2"
23379,36811,41718,26738,32111,33609,34495,55001,"YBX1"
1050,1264,1415,610,1418,1093,955,1644,"PDE4A"
964,1631,1642,1696,1169,1285,1102,2107,"PPP2R5A"
1,0,3,0,0,1,0,0,"CTNNA2"
3065,4827,4788,2839,4258,4081,3805,6459,"ELAVL1"
3,3,4,1,5,2,3,3,"TIE1"
1154,2136,2299,874,1435,1361,1187,2432,"DIP2B"
1617,2748,2674,1637,2152,2183,2014,3446,"SMARCD1"
899,1090,1062,768,1270,1153,1051,1424,"KDM4A"
1302,1854,1891,1152,1793,1660,1665,2315,"NFYC"
10,13,15,6,7,6,12,13,"ZMYND12"
10,11,15,9,9,8,7,32,"SLC9A3"
311,573,493,338,388,395,433,558,"NGEF"
2484,3524,3709,2127,3519,3404,3043,4934,"ASPM"
0,0,0,1,1,0,0,0,"CD84"
1643,3629,4000,1550,2187,2025,2116,4942,"ELOVL1"
437,92,102,698,651,668,852,162,"SPI1"
131,196,159,89,154,116,148,257,"ZNRD1"
19,23,24,23,26,23,34,8,"MPPED2"
0,0,0,0,0,0,0,0,"CLDN18"
786,1177,1489,675,1101,859,841,1691,"ZBTB11"
423,715,750,385,526,488,464,894,"ATXN3"
1499,2286,2341,1215,1927,1797,1596,2782,"GOLGA5"
2224,3770,3311,2210,2630,3130,3014,4587,"FGFR2"
620,1179,1288,541,887,846,750,1570,"LRRC40"
448,702,858,423,618,587,533,1182,"ISOC1"
256,633,566,217,334,321,358,669,"EML1"
944,1724,1455,927,1100,1345,1247,2075,"TRMT11"
717,835,1131,589,1013,814,814,1373,"THUMPD1"
578,1213,1311,539,882,827,726,1742,"MSANTD3"
7,6,17,19,19,16,16,13,"KIF26A"
565,983,1222,436,710,568,591,1227,"ATG2B"
1036,2086,2326,956,1280,1321,1233,2246,"ARFGEF1"
0,0,0,0,0,1,1,1,"ACSM2B"
345,652,567,285,435,379,400,793,"ZFAT"
611,961,1020,566,746,721,719,1272,"MTFR1"
28,43,36,28,34,35,36,45,"STAG3"
410,945,824,431,585,599,487,1059,"FECH"
473,887,976,321,533,514,493,1125,"MYO9A"
16,10,9,25,9,32,23,15,"DDX3Y"
2172,5947,5327,2091,2943,3044,2737,6863,"PFKP"
