"HBCx14_Cisplatin1","HBCx14_chemonaive1","HBCx14_Cisplatin2","HBCx14_chemonaive2","HBCx14_Cisplatin3","HBCx14_Cisplatin4","HBCx14_Cisplatin5","HBCx14_chemonaive3","Symbol"
0,0,0,0,0,0,0,0,"AC079602.3"
0,0,0,0,0,0,0,0,"AL513165.2"
8,21,8,24,16,7,5,16,"AC018653.3"
8,12,3,8,5,9,6,8,"SNRPEP2"
1,0,0,1,0,0,0,0,"AC084375.1"
0,0,0,0,0,0,0,0,"LINC00508"
0,0,0,0,0,0,0,0,"AP000462.3"
4,6,0,14,3,2,10,9,"AC053513.2"
0,0,0,0,0,0,0,0,"AC092821.3"
0,0,0,0,0,0,0,0,"LIMS3"
1,1,0,0,1,0,0,4,"KHDC1L"
0,0,0,0,0,0,0,0,"AC134349.2"
0,1,0,1,1,1,0,0,"AC135782.1"
0,0,0,0,0,0,0,0,"AC008013.3"
0,0,0,0,0,0,0,0,"AC140847.3"
0,0,0,0,0,0,0,0,"AC023050.5"
0,0,0,0,0,0,0,0,"AC005833.2"
1,0,0,0,0,0,0,0,"LINC02378"
1,1,0,4,1,0,0,1,"AC084816.1"
0,3,0,0,1,0,0,2,"AC137590.1"
16,22,9,20,14,27,16,30,"AP000438.1"
0,0,0,0,1,0,0,0,"AC008115.2"
0,0,0,0,0,0,0,0,"AC027667.1"
0,0,0,0,0,0,0,0,"GPR142"
0,0,0,0,0,0,0,0,"AC022367.1"
1,0,0,0,0,0,0,0,"AP002383.4"
0,0,0,0,0,0,0,0,"SLC25A39P2"
2,0,0,0,1,2,2,0,"HP"
0,0,0,0,0,0,0,0,"HSPE1P20"
0,0,0,0,0,0,0,0,"AC008250.1"
1,0,0,3,1,2,0,0,"AC087241.2"
0,0,0,0,0,0,0,0,"AC023595.1"
86,129,48,106,72,84,89,149,"AC010186.3"
0,0,0,0,0,0,0,0,"AC025252.3"
0,0,0,1,0,0,0,1,"RARS1P1"
7,17,1,13,14,10,5,18,"AP002761.3"
0,0,1,0,0,0,0,0,"AC008011.2"
65,33,70,37,66,55,71,35,"SRSF3P1"
0,0,0,0,0,0,0,0,"AC016746.1"
0,0,0,0,0,0,0,0,"SLCO1B3-SLCO1B7"
0,0,0,1,0,0,1,1,"LINC02417"
5,5,2,6,3,4,3,8,"AP003721.4"
0,0,0,0,0,0,0,0,"LINC02282"
0,0,0,0,1,0,0,0,"C11orf97"
1,3,1,2,1,0,3,3,"AP001363.2"
16,7,9,1,3,7,3,7,"AC091078.1"
0,0,0,0,0,0,0,0,"AC022335.1"
0,2,0,0,1,1,0,1,"AL049844.1"
0,0,0,0,1,0,0,0,"LINC02703"
0,0,1,0,0,0,0,0,"AP001453.3"
0,0,0,0,0,0,0,0,"AP003170.5"
0,1,0,0,0,0,0,0,"RPL29P33"
0,0,0,0,0,0,0,0,"RPEP6"
0,0,0,0,0,0,0,0,"AC006512.2"
0,1,0,1,0,1,0,2,"AC073530.1"
85,148,82,138,92,111,68,170,"MIR200CHG"
27,69,44,72,40,39,37,82,"AP001453.4"
0,0,0,0,0,0,0,0,"AP003174.3"
208,357,60,372,96,135,109,380,"DENND11"
0,0,0,0,0,1,0,0,"AC016957.1"
0,0,0,0,0,0,0,0,"AC084361.1"
0,0,0,0,1,0,1,0,"AL161747.2"
0,0,0,0,0,0,0,0,"CLIP1-AS1"
0,0,0,0,0,0,0,0,"LRRC37A13P"
2967,5267,2384,5510,3049,3750,3021,7058,"LSM14A"
0,0,0,0,0,0,0,0,"AC006581.1"
2,7,5,7,6,5,5,9,"NHLRC4"
0,0,0,0,0,0,0,0,"OR4F28P"
0,0,0,1,0,0,0,0,"AC090502.1"
0,0,1,1,0,0,0,1,"LINC02450"
0,0,0,0,0,0,0,0,"OR11H12"
0,0,0,0,0,0,0,0,"EEF1B2P4"
0,0,0,0,0,0,0,0,"AL356756.1"
0,0,0,0,0,0,0,0,"AC126615.2"
152,177,94,218,145,190,124,243,"RRN3P3"
0,0,0,0,0,0,0,0,"AC093025.1"
0,0,0,0,0,0,0,0,"KRT127P"
6,10,3,33,11,6,6,21,"FOXG1-AS1"
0,1,3,2,2,3,4,2,"CLLU1"
0,0,0,0,0,0,0,0,"AC006197.1"
0,0,0,0,0,0,0,0,"AC126177.1"
20,34,12,13,15,16,17,26,"ODC1-DT"
0,0,1,0,0,0,2,0,"LINC02874"
0,0,0,0,0,0,0,0,"TAS2R38"
0,1,0,0,0,0,0,0,"LINC02821"
0,0,0,0,0,0,0,0,"AL512310.1"
0,0,0,0,0,0,0,0,"AC079905.2"
2,0,0,0,1,0,0,0,"PGAM1P5"
0,0,0,0,0,1,0,0,"AL163973.2"
0,0,0,0,0,0,0,0,"AC018659.2"
0,2,0,0,0,0,0,0,"AC084033.1"
0,1,1,0,0,0,0,0,"MED15P6"
0,0,0,0,1,1,0,0,"LINC02451"
0,0,0,0,0,0,0,0,"AC079362.1"
95,223,98,169,137,151,125,215,"TMPO-AS1"
0,0,0,0,0,0,0,0,"AC125612.1"
0,0,0,0,0,0,0,0,"CR383658.2"
0,0,0,0,0,0,0,0,"AK6P2"
0,0,0,0,1,0,0,0,"CR383656.1"
37,37,33,29,43,37,26,32,"AC009318.1"
0,0,0,0,0,0,0,0,"AC103702.1"
0,0,0,1,1,5,0,2,"HMGN2P6"
0,0,0,0,0,0,0,0,"AC009135.1"
1,6,1,3,1,4,2,1,"AC025423.4"
0,0,0,0,0,0,0,0,"AC090502.2"
0,0,0,0,0,0,0,0,"AC004080.3"
0,0,0,0,0,0,0,0,"LINC02293"
0,0,0,0,0,0,0,0,"AC090709.1"
0,0,0,0,0,0,0,1,"LINC02385"
0,0,1,0,0,1,2,0,"AC126178.1"
6,3,4,1,3,5,2,2,"HNRNPA1P50"
0,0,0,0,0,0,0,0,"FAM205BP"
0,0,0,0,0,0,0,0,"AC025161.1"
1,1,0,0,0,0,0,0,"AC084398.2"
0,0,0,0,0,0,0,0,"AC112229.3"
1,1,0,0,0,0,0,0,"NACAP8"
693,1110,594,1157,715,928,684,1525,"GATC"
1,0,0,0,0,0,0,0,"LNCOG"
0,0,0,0,0,0,0,0,"PRXL2AP1"
1,1,0,0,0,0,0,0,"AC007569.1"
0,0,0,0,1,0,0,1,"AC079907.1"
0,0,0,0,0,0,0,0,"CR383656.2"
16,29,21,22,10,19,18,38,"AC079601.2"
0,0,0,0,0,0,0,0,"AC079584.2"
0,0,0,0,0,0,0,0,"AC090531.1"
0,0,0,0,0,0,0,2,"LINC02448"
0,1,0,0,0,0,0,0,"DYNLL1P4"
0,0,0,0,0,0,0,0,"AC078814.2"
0,0,0,0,0,0,0,0,"AC018448.1"
0,1,0,0,0,1,0,0,"AC090630.1"
0,0,0,0,0,0,0,0,"AC078922.1"
3,14,10,9,2,6,7,12,"LINC01619"
4,15,3,7,3,8,3,7,"AC020612.1"
0,2,0,3,0,1,4,1,"PHBP19"
10,9,1,14,10,4,1,5,"AC124947.1"
0,0,0,0,0,0,0,0,"AC131157.1"
0,0,0,0,0,0,0,0,"AC010202.1"
0,1,0,0,0,0,0,0,"AC008147.1"
5,6,3,13,3,6,2,6,"AC012150.1"
0,0,0,0,0,0,0,0,"LINC02388"
31,36,41,79,36,57,31,79,"AC008014.1"
0,0,0,0,0,0,0,0,"AC023511.1"
0,0,0,0,0,0,0,0,"AC136443.3"
0,0,0,0,0,0,0,0,"AC123905.1"
317,475,205,531,327,373,362,675,"ZNF271P"
0,0,0,0,0,0,0,0,"AC002375.1"
1,9,4,1,0,1,1,8,"AL928654.2"
51,25,32,31,44,46,31,21,"KIRREL3-AS1"
0,1,0,1,0,0,0,0,"AL162311.1"
0,0,0,0,0,0,0,0,"AL139020.1"
7,0,4,4,5,4,1,9,"AC092652.1"
0,1,0,0,0,1,0,1,"AC127164.1"
0,0,0,0,0,0,0,0,"AC009729.1"
0,0,0,0,0,0,0,0,"AC012464.1"
0,0,0,0,0,0,0,0,"AC013437.1"
7,10,1,8,5,4,8,5,"AL132780.1"
1,0,0,0,0,0,1,0,"AC089999.3"
0,0,0,0,0,0,0,0,"H3P35"
0,0,0,0,0,0,0,0,"AC068305.1"
0,0,0,0,0,0,0,0,"AC025423.5"
0,0,0,0,0,0,0,0,"AC117372.2"
0,0,0,0,0,0,0,0,"AC080011.1"
0,0,0,0,0,0,0,0,"AC093027.1"
0,3,0,5,0,0,1,2,"AC008147.2"
0,0,0,0,0,0,0,0,"HAUS8P1"
0,0,0,0,0,0,0,0,"FAHD2P1"
47,80,42,70,53,60,45,75,"AC073896.2"
0,1,0,2,0,0,0,3,"AL162311.2"
0,0,0,0,0,0,0,0,"AC090017.1"
0,0,0,0,0,0,0,0,"AL589743.2"
0,3,0,3,0,0,0,4,"ZBED6"
2,2,4,0,3,2,4,2,"AC087311.1"
0,0,0,0,0,0,0,0,"AC008127.1"
1,1,3,2,3,4,2,2,"AC138123.1"
0,0,0,0,0,0,0,0,"AC123904.2"
0,0,0,0,0,0,0,0,"AC138360.1"
1,2,0,1,3,0,2,2,"AC012555.1"
0,0,0,1,0,0,0,0,"AC011611.2"
0,0,0,0,0,0,0,0,"RACGAP1P"
0,0,0,0,0,0,0,0,"HNRNPA1P69"
39,34,11,38,40,38,28,28,"MGAM"
1,0,0,2,1,0,2,2,"PRELID2P1"
272,564,253,578,252,304,252,565,"AC068888.1"
0,5,0,3,3,1,1,3,"AL928654.3"
0,8,7,3,4,8,2,14,"AC025165.2"
0,0,0,0,0,0,0,0,"AC055716.1"
0,0,0,0,0,0,0,0,"LINC02413"
1,0,0,0,0,0,0,0,"AC011603.2"
1,0,0,0,0,0,0,0,"AC027287.1"
216,264,130,255,234,280,158,283,"AC048341.1"
0,0,0,0,0,0,0,0,"AC008770.1"
0,0,0,0,0,0,0,0,"BNIP3P6"
0,2,2,1,2,0,1,3,"AC073863.1"
0,0,1,0,0,0,0,0,"AC123567.1"
0,0,0,0,0,0,0,0,"VENTXP3"
130,248,117,199,173,216,140,333,"FNTB"
0,0,0,0,0,0,0,0,"AC138969.4"
0,0,0,0,0,0,0,0,"AC063924.1"
0,0,0,0,0,0,0,0,"AC012038.1"
4,2,2,2,3,3,0,1,"AC079601.3"
0,0,0,0,0,0,0,0,"AC025154.1"
0,0,0,0,0,0,0,0,"AC023509.1"
0,0,0,0,0,0,0,0,"MIR3179-2"
1,0,1,0,0,1,0,0,"AC009779.1"
0,4,0,1,0,2,1,1,"AC025257.1"
0,0,0,0,0,0,0,0,"AC107016.1"
2,5,5,9,3,4,5,9,"AC023055.1"
0,0,0,0,0,0,0,0,"AC126763.1"
0,0,0,0,0,0,0,0,"AC126177.2"
0,0,0,0,0,0,0,0,"AL512310.2"
0,0,0,0,0,0,0,0,"AC126177.3"
0,0,0,0,0,0,0,0,"AC023161.1"
0,0,0,0,0,0,0,0,"KRT126P"
0,0,0,1,0,3,0,0,"AC008740.1"
0,0,0,0,0,0,0,0,"AC107016.2"
0,0,1,2,0,1,0,0,"AC079600.1"
0,0,0,0,0,0,0,0,"AC009803.1"
0,0,0,0,0,0,0,0,"AC092375.1"
0,1,0,0,0,0,0,0,"AC089984.1"
0,0,0,0,0,0,0,0,"AC034102.2"
0,0,0,0,0,0,0,0,"OR6C73P"
0,0,0,0,0,0,0,0,"AC084364.2"
0,0,0,0,0,0,0,0,"AC126177.4"
0,0,0,0,0,0,0,0,"AC074031.1"
0,1,0,0,0,1,0,0,"AC089998.1"
0,0,0,0,0,0,0,0,"AL512310.3"
26,28,24,36,31,30,31,47,"AC004241.1"
0,0,0,0,0,0,0,0,"AC073525.1"
0,0,0,0,0,0,1,0,"AC087311.2"
0,0,0,0,0,0,0,0,"AC011595.1"
5,1,3,2,3,1,1,2,"AC068305.2"
0,0,0,0,0,0,0,0,"SETP7"
22,25,19,34,22,26,41,31,"ZNF878"
0,0,0,0,0,0,0,0,"AC034102.3"
0,0,0,0,0,1,0,0,"AC004551.1"
3,7,0,3,6,2,3,4,"AC011611.3"
0,0,0,0,0,0,0,0,"AC025575.1"
0,0,0,0,0,0,0,0,"AC009320.1"
0,0,0,0,0,0,0,0,"AC069437.1"
0,0,0,0,0,0,0,0,"AC125611.1"
0,0,0,0,0,0,0,0,"ELOCP32"
0,0,0,0,0,0,0,0,"PPFIA2-AS1"
0,0,0,1,0,0,0,0,"AC007656.1"
0,0,0,0,0,0,0,0,"AL355112.1"
0,0,0,0,0,0,0,0,"AC027288.1"
2,4,3,2,0,2,0,1,"AC068888.2"
0,0,0,0,0,0,0,0,"LINC02459"
0,0,0,0,0,0,0,0,"LINC01154"
1,0,0,0,0,0,0,0,"MRPL2P1"
1,1,0,0,1,0,0,0,"LINC02354"
23,59,12,52,19,25,11,67,"AC010203.1"
0,0,0,0,0,0,0,0,"AL512310.4"
0,0,0,0,0,0,0,0,"AC004217.1"
0,0,0,0,0,0,0,0,"KRT73-AS1"
1,1,0,1,1,0,0,1,"AC025031.1"
6,11,9,5,13,6,11,16,"AC121761.1"
0,1,0,0,0,0,0,0,"AC055736.1"
0,0,0,0,0,0,0,0,"AC007424.1"
0,0,0,0,0,0,0,0,"CYB5AP5"
0,0,0,0,0,0,0,0,"LINC02297"
0,0,0,0,0,0,0,0,"AC133555.1"
0,1,1,0,0,0,0,1,"LINC02373"
10,12,9,9,5,12,10,15,"AC073487.1"
0,0,0,0,0,0,0,0,"LINC02402"
32,44,14,36,32,27,29,59,"AC084824.2"
0,0,0,0,0,0,0,0,"AC124947.2"
0,0,0,2,0,0,3,0,"NPIPB1P"
0,0,0,0,0,0,0,0,"AC117505.1"
0,0,0,0,0,0,0,0,"AC011601.1"
0,0,0,0,0,0,0,0,"AC026765.2"
0,0,0,0,0,0,0,0,"AC078880.1"
0,0,0,0,0,0,0,0,"AL132857.1"
0,0,0,0,0,0,0,0,"AL133166.1"
0,0,0,0,0,0,0,0,"LINC02326"
12,8,5,11,7,15,6,15,"AL157935.3"
0,1,1,2,1,1,2,1,"AC107032.2"
0,0,0,0,0,0,0,0,"AC126755.3"
0,0,0,0,0,0,0,0,"KRT8P19"
0,0,0,0,0,0,0,0,"RPL36A-HNRNPH2"
0,2,0,0,2,2,2,0,"AC048344.1"
0,2,0,0,0,0,0,0,"AC008147.3"
7,4,0,7,3,4,7,7,"AC023794.6"
6,0,2,5,4,5,2,1,"HSPA8P14"
0,1,1,0,0,0,0,0,"LINC02403"
0,0,0,0,0,0,3,0,"OR7E47P"
0,0,0,0,0,0,1,0,"AC063948.1"
0,1,0,0,0,0,0,1,"AC079385.1"
0,0,1,0,2,0,0,0,"AC078929.1"
3,4,0,3,4,0,2,4,"AC023509.2"
0,0,0,0,0,0,0,0,"HLX-AS1"
4,14,13,17,5,7,5,21,"AC034102.4"
55,97,52,97,78,81,66,106,"LINC02298"
9,16,16,21,23,20,15,25,"PPP1R12A-AS1"
0,0,0,0,0,0,0,0,"CR383656.3"
0,0,0,0,0,0,0,0,"AC126755.4"
1,3,5,1,1,9,4,5,"AC068993.1"
0,0,0,0,0,0,0,0,"AC079035.1"
0,0,0,0,0,0,0,0,"GSTP1P1"
0,0,0,0,0,0,0,0,"AC020612.2"
0,0,0,0,0,0,0,0,"AC008127.2"
14,10,10,14,10,18,14,23,"HSPD1P4"
0,0,0,0,0,0,0,0,"AC007540.2"
0,0,0,0,0,0,0,0,"AC008055.1"
0,0,1,0,0,0,1,2,"LINC01475"
2,0,1,1,0,1,1,0,"LINC00609"
0,0,0,0,0,0,0,0,"AC018448.2"
0,0,0,0,0,0,0,0,"AC136188.1"
2,10,0,10,2,2,3,13,"AC025154.2"
6,2,7,14,14,10,4,7,"ZNF625"
2,15,2,21,5,6,1,6,"GALNT4"
6,3,1,3,4,2,4,0,"LINC02356"
0,1,0,0,0,1,0,0,"SCAT2"
10,7,3,9,12,14,13,20,"OVCH1-AS1"
0,0,0,0,0,0,0,0,"AC010183.1"
4,5,11,6,3,6,6,5,"AC027288.2"
4,2,4,1,5,0,4,1,"AC073611.1"
3,14,3,12,4,4,10,9,"AC073957.2"
0,0,0,0,0,0,0,0,"AC091515.1"
0,1,0,0,0,1,0,1,"AC010182.1"
0,0,0,0,0,0,0,0,"MIR4307HG"
5,16,5,7,4,8,3,8,"AC084032.1"
0,0,0,0,0,0,0,0,"AL133304.1"
0,1,0,0,0,0,0,0,"AC055716.2"
614,1042,561,1069,746,1012,619,1301,"PSMA3-AS1"
0,0,0,0,0,0,0,0,"AL512356.1"
1,2,1,1,0,0,1,1,"AC004024.1"
0,0,0,0,0,0,0,0,"AC006199.1"
0,0,0,0,0,0,0,0,"AC079310.1"
0,0,0,0,0,0,0,0,"CR383656.4"
0,0,0,0,0,0,0,0,"G2E3-AS1"
0,0,0,1,0,0,0,0,"AC005632.2"
0,0,0,0,1,0,0,0,"AC011313.1"
1,0,0,0,0,0,0,0,"AC084824.3"
0,0,0,0,0,0,0,0,"CR383656.5"
0,0,0,0,0,0,0,0,"AC087897.1"
0,0,0,0,0,0,0,0,"AC124312.2"
0,0,0,0,0,0,0,0,"CYCSP30"
0,0,0,0,0,0,0,0,"METTL7AP1"
2,5,4,0,0,1,0,4,"AC117498.2"
0,0,0,0,0,0,0,0,"AC125603.1"
0,1,0,0,0,0,0,0,"AC079950.1"
0,0,0,0,0,0,0,0,"AC004217.2"
2,4,3,0,6,4,5,3,"ADCY6-DT"
0,0,0,0,1,1,0,0,"EIF4A1P12"
0,2,1,5,5,4,1,8,"AC025259.1"
0,0,0,0,0,0,0,0,"RSL24D1P5"
8,6,10,1,17,12,17,3,"CBX3P5"
0,0,0,0,0,0,0,0,"AC084033.2"
23,152,56,116,85,60,40,195,"KRT7-AS"
0,0,0,0,0,0,0,0,"CR383656.6"
5,3,4,4,5,5,2,3,"AC020629.1"
5,4,12,6,6,17,13,7,"BTBD10P1"
0,0,0,0,0,0,0,0,"LINC02464"
0,0,0,0,0,0,0,0,"AC016144.1"
17,19,13,30,16,15,29,42,"AC025265.1"
0,0,0,0,0,0,0,0,"AC090503.1"
0,1,0,0,0,0,1,0,"LINC02463"
0,0,0,0,0,0,0,0,"AC079600.2"
0,0,0,0,0,0,0,0,"AC133555.2"
1,3,1,7,3,2,0,3,"AC010203.2"
42,70,33,65,53,66,45,96,"GIHCG"
0,0,0,0,0,0,0,0,"AC055716.3"
201,323,164,273,202,270,195,338,"LBX2-AS1"
0,0,0,0,0,0,0,0,"AC068643.1"
130,197,146,159,162,136,151,216,"INAFM1"
1,2,2,1,1,0,0,4,"AC079385.2"
0,0,0,1,0,0,0,0,"AC007298.1"
15,9,21,17,13,23,14,13,"CPNE8-AS1"
0,0,0,0,0,0,0,0,"ILF2P2"
0,0,0,0,0,0,0,0,"CR383656.7"
0,0,0,0,0,0,0,0,"CHCHD3P2"
0,0,0,0,0,0,0,0,"LINC02399"
0,0,0,0,3,0,0,0,"AC078880.2"
210,327,149,310,222,249,168,435,"CNPY2"
0,0,0,0,0,0,0,0,"AC090679.2"
0,0,0,0,0,0,0,0,"LSM6P2"
0,0,0,0,0,0,0,0,"CR383656.8"
0,0,0,0,0,0,0,0,"AC089983.1"
3,0,1,0,0,2,0,4,"AC090115.1"
0,0,0,0,2,0,0,0,"AC025265.2"
0,0,0,0,0,0,0,0,"AC009248.1"
0,2,0,0,0,1,1,2,"AC073896.3"
0,0,0,0,0,0,0,0,"LINC01490"
117,158,25,230,72,120,89,128,"MGAM2"
0,0,0,0,0,0,0,0,"AC138123.2"
0,0,0,0,0,0,0,0,"LINC02426"
0,0,0,0,0,0,0,0,"LINC02281"
0,0,0,0,0,0,0,0,"LINC02445"
0,0,0,0,0,0,0,0,"AL512310.5"
0,0,0,0,1,0,0,2,"AC091516.1"
0,0,0,0,0,0,0,0,"AC012555.2"
0,0,0,0,0,0,0,0,"LINC02386"
0,0,0,0,0,0,0,0,"OR6C7P"
0,0,0,0,0,0,0,0,"KRT18P20"
1,1,0,0,0,1,0,0,"AL357153.2"
2,0,2,1,2,0,0,0,"AC078860.2"
0,0,0,0,0,0,0,0,"LINC02401"
0,0,0,0,0,0,0,0,"OR5BK1P"
0,0,0,0,0,0,0,0,"AC020656.1"
0,0,0,0,0,0,0,0,"AC025265.3"
0,0,0,0,0,0,0,0,"AC002996.1"
0,1,0,0,0,0,0,0,"AC026401.1"
0,0,0,0,0,1,0,0,"LINC02395"
2,0,1,0,1,0,0,3,"ST13P3"
0,0,0,0,0,0,0,0,"AC022507.1"
0,0,0,0,0,0,0,0,"AC078814.3"
0,0,0,0,0,0,0,0,"GLYCAM1"
0,0,0,0,0,0,0,0,"AC009387.1"
0,0,0,0,0,0,0,0,"LINC02400"
0,0,0,0,0,0,0,0,"AKIRIN1P1"
0,0,0,0,0,0,0,0,"AC112481.1"
0,0,0,1,1,2,0,1,"EIF4A1P4"
0,0,0,0,0,0,0,0,"OR5BJ1P"
0,0,0,0,0,0,0,0,"AC039056.1"
43,91,14,86,26,41,28,87,"FNBP1P1"
0,0,0,0,0,0,0,0,"AC089984.2"
0,1,1,3,1,0,1,1,"AC010200.1"
0,0,0,0,0,0,0,0,"AC003686.1"
0,3,0,0,3,4,0,5,"AC073573.1"
5,3,1,5,1,1,1,5,"AC034102.5"
1,0,3,2,1,5,6,4,"AC090525.2"
47,61,42,74,50,59,31,100,"PRANCR"
1,1,2,0,1,0,0,0,"AC026765.3"
1,0,1,0,1,2,0,1,"C1GALT1P1"
0,0,0,0,0,0,0,0,"MRPS6P4"
0,0,0,0,0,0,0,0,"AC092552.1"
0,0,0,0,0,1,0,0,"AC068789.1"
0,0,0,0,0,0,0,0,"CR383656.9"
0,0,0,0,0,0,0,0,"AL133304.2"
50,65,29,86,38,64,49,71,"AC121757.1"
4,11,1,23,8,13,9,9,"AC021066.1"
0,0,0,0,0,0,1,1,"AL136418.3"
0,0,0,0,0,0,0,0,"AC073591.1"
0,0,0,0,0,0,0,0,"AC089998.2"
1,0,0,0,1,1,0,0,"OTOAP1"
2,14,17,10,8,8,8,16,"AC011611.4"
1,0,0,0,0,0,0,0,"LINC02588"
0,0,0,0,0,0,0,0,"KRT90P"
0,0,0,0,0,0,0,0,"LINC02294"
2,0,0,1,2,2,0,0,"AL512310.6"
0,0,0,0,0,0,0,0,"LSM3P2"
0,0,0,0,0,0,0,0,"AC074029.1"
2,1,2,4,0,0,0,3,"AC012038.2"
14,17,22,15,16,23,29,30,"HNRNPA3P10"
0,0,0,0,0,0,0,0,"AC048344.2"
0,0,0,0,0,0,0,0,"MED15P1"
0,0,0,0,0,0,0,0,"AC126471.1"
0,0,0,0,0,0,0,0,"MTND1P24"
0,0,1,0,0,0,2,0,"CASC18"
0,0,0,0,0,0,0,0,"AC068643.2"
0,0,0,0,0,0,0,0,"AC090049.1"
0,0,0,0,0,0,0,0,"AC025030.1"
0,0,0,0,0,0,0,0,"AC090022.2"
0,0,0,0,0,0,0,0,"AL139023.1"
0,0,0,0,0,0,0,0,"AC027287.2"
0,0,0,0,0,0,0,0,"AC233290.1"
0,0,0,0,0,0,0,0,"AC089998.3"
0,0,0,0,0,0,0,0,"AC007298.2"
0,0,0,0,0,0,0,0,"AC130415.1"
0,2,0,0,1,0,0,0,"AC078789.1"
0,0,1,0,0,0,2,0,"AC125603.2"
0,1,3,3,3,1,0,1,"AL512310.7"
0,0,0,0,1,1,1,0,"PHBP18"
0,0,0,0,0,0,0,0,"AC011595.2"
0,0,0,0,0,0,0,0,"AL929601.1"
0,0,0,0,0,0,0,0,"LINC02404"
8,17,9,18,10,8,9,21,"AC027288.3"
1,0,0,0,0,0,0,0,"AC093012.1"
0,0,0,0,0,0,0,0,"AC139697.1"
0,1,1,0,3,0,1,0,"AL162632.1"
0,0,0,0,0,0,0,0,"AL133372.3"
0,0,0,0,0,0,0,0,"AC004486.1"
0,1,0,2,0,0,0,1,"LINC02156"
438,159,659,149,570,427,689,228,"EEF1A1P17"
1,1,0,0,0,0,0,0,"AC124784.1"
0,0,0,0,0,0,0,0,"LINC02258"
271,328,248,460,212,336,296,641,"DDN-AS1"
0,0,0,0,0,0,0,0,"GLULP5"
0,0,0,0,0,0,0,0,"AC079385.3"
0,0,0,0,0,0,0,0,"LINC02409"
0,0,0,0,0,0,0,0,"AC025165.3"
1496,2880,1124,2730,1470,1928,1402,3293,"CUX1"
0,0,0,0,0,0,0,0,"LINC02416"
0,0,0,0,0,0,0,0,"AC008083.2"
0,0,0,0,0,0,0,0,"MRPS36P5"
0,0,0,0,0,1,0,0,"AC078776.1"
0,0,0,0,0,0,0,0,"LHX5-AS1"
0,0,0,0,1,0,0,0,"AC079598.1"
0,2,0,0,0,0,0,1,"AC011611.5"
0,0,1,0,0,0,0,0,"AC084879.2"
0,0,0,0,0,0,0,0,"AC025030.2"
0,0,0,0,0,0,0,0,"AC068993.2"
1,0,0,1,1,0,1,4,"TEN1"
11,11,8,18,9,11,9,18,"P2RX5-TAX1BP3"
0,0,0,0,0,0,1,0,"AC126177.5"
0,1,0,0,1,0,0,0,"AC083805.2"
4,1,4,6,6,3,4,6,"AC125611.2"
0,0,0,0,0,0,0,0,"AC004801.3"
1,1,1,0,0,1,2,3,"NOP56P3"
0,0,0,0,0,0,0,0,"QRSL1P3"
0,0,0,0,0,0,0,0,"AC008125.1"
0,0,0,0,0,0,0,0,"CR383656.10"
0,0,0,0,0,0,0,0,"AC011773.2"
1,0,0,0,0,2,0,0,"AC020612.3"
1,0,0,1,2,0,1,0,"OLA1P3"
0,1,0,0,0,0,0,0,"AL079352.1"
0,0,0,0,0,0,0,0,"SNRPGP18"
0,0,0,0,0,0,0,0,"AC004801.4"
1,1,5,5,3,1,1,5,"LINC02306"
0,0,0,0,0,0,0,0,"TEX49"
1,5,2,4,2,2,1,7,"AC078864.1"
0,0,0,0,0,2,0,0,"AC089984.3"
0,0,0,0,0,0,0,0,"AC084364.3"
0,0,0,0,0,0,0,0,"AC084365.1"
0,0,0,0,0,0,0,0,"AC010183.2"
0,0,0,0,0,0,0,0,"AC123904.3"
0,0,0,4,0,0,0,0,"AC126614.1"
0,0,0,0,0,0,0,0,"AC063947.1"
1,0,0,0,0,0,1,0,"AC016705.1"
0,4,0,3,2,2,2,6,"HMGA1P3"
0,0,2,0,0,0,0,0,"AC026111.1"
1,0,0,1,0,1,1,1,"RPL3P13"
0,1,0,3,0,1,0,1,"HIGD1AP1"
21,132,44,99,58,49,30,149,"AC011603.3"
1,0,0,0,1,2,2,0,"LINC02457"
0,0,0,0,0,0,1,1,"AC025259.2"
0,0,0,0,0,0,0,0,"OR5BT1P"
0,0,0,0,0,0,0,0,"AC078955.1"
0,2,0,0,0,0,0,0,"NF1P4"
0,0,0,0,0,0,0,0,"AL135878.1"
0,0,0,0,0,0,1,1,"AC063947.2"
0,0,0,2,1,0,0,1,"AC012157.2"
0,0,0,0,0,0,0,0,"AC123567.2"
0,0,0,0,0,0,0,0,"KRT125P"
0,0,0,0,0,0,0,0,"LINC02327"
0,0,0,0,0,0,0,0,"AC117377.1"
0,0,0,0,0,0,0,0,"AC073569.1"
0,0,0,0,0,0,0,0,"AC009779.2"
3,4,6,2,0,2,2,5,"AC073569.2"
0,0,0,0,0,0,0,0,"AL139316.1"
0,0,0,0,0,0,0,0,"AC074029.2"
0,0,0,0,0,0,0,0,"AC025263.2"
0,0,0,0,0,0,0,0,"AC025575.2"
129,128,87,144,127,179,119,176,"AC009779.3"
6,12,4,6,4,4,2,11,"BCDIN3D-AS1"
0,0,0,0,0,0,0,0,"AC073612.1"
0,0,0,0,0,0,0,0,"AL122126.2"
0,0,0,0,0,0,0,0,"AC138331.1"
1,0,1,7,2,3,1,6,"AC079600.3"
2,0,6,0,0,1,2,1,"ARL2BPP2"
0,0,1,2,1,3,1,0,"AC126177.6"
0,0,0,0,0,0,0,0,"AC128657.1"
