"HBCx14_Cisplatin1","HBCx14_chemonaive1","HBCx14_Cisplatin2","HBCx14_chemonaive2","HBCx14_Cisplatin3","HBCx14_Cisplatin4","HBCx14_Cisplatin5","HBCx14_chemonaive3","Symbol"
2051,4059,1458,4720,1949,2823,2482,5355,"SEPTIN11"
581,1019,419,1331,678,915,666,1504,"FRAS1"
2812,4718,1930,4484,2929,3484,2585,4866,"SCARB2"
842,1921,619,1684,909,1056,795,2124,"CCNG2"
581,890,516,1105,556,636,606,1087,"CNOT6L"
1686,2463,1035,2967,1572,2201,1731,3191,"USO1"
3,3,1,1,5,0,6,2,"CDKL2"
1333,2611,1107,2917,1302,1855,1450,3278,"SHROOM3"
2057,4668,1752,5641,2400,3308,2463,6402,"ANXA3"
764,1721,756,1760,987,1152,873,2351,"PPA2"
747,1309,487,1404,694,1087,939,1950,"CENPE"
324,456,196,516,298,461,342,647,"GSTCD"
443,617,351,717,469,552,425,876,"INTS12"
26,18,22,21,23,20,31,24,"ENPEP"
763,1508,723,1561,885,1145,913,2170,"CASP6"
5,0,3,1,2,1,1,0,"LEF1"
1681,3692,1619,3707,2151,2480,1968,4576,"HADH"
77,110,55,116,71,96,92,102,"EGF"
5697,9435,4657,9347,6170,7822,5773,10787,"PAPSS1"
977,1880,750,2219,1040,1274,1033,2465,"SEC24B"
0,1,0,0,0,1,0,0,"C4orf17"
1121,1936,1167,1935,1145,1560,1410,2349,"PPP3CA"
1184,2218,1024,2649,1294,1677,1295,2904,"SLC39A8"
12,14,7,16,17,21,10,13,"MTTP"
46,32,38,76,42,53,75,56,"FBN2"
1665,2787,1557,2329,1890,2125,1574,3075,"MAPK8IP3"
726,1124,622,1032,766,883,871,1350,"RGS3"
1657,2671,1558,2541,1987,2283,1683,3302,"GUCD1"
0,0,0,0,0,0,0,0,"TTLL8"
575,903,534,866,645,695,623,1134,"RNF185"
13,5,3,11,7,13,11,6,"SHISAL1"
65,48,56,35,72,42,38,25,"PARVG"
1586,1357,1307,2156,1524,1851,1628,2439,"B4GALNT3"
1,0,2,3,2,1,1,4,"PDE6H"
2340,1855,1726,2044,2703,3096,2179,2540,"ERP27"
3646,8102,3335,7661,5062,4675,3733,8049,"ETV6"
988,1456,854,1576,964,1109,870,1769,"GABARAPL1"
1151,1989,769,2883,1062,1612,1348,3126,"KIF21A"
340,247,354,449,344,402,413,300,"CPNE8"
389,528,299,619,432,464,474,921,"YARS2"
302,593,215,678,333,362,318,734,"FGD4"
193,233,149,280,204,279,229,331,"ALG10"
117,188,75,206,122,132,81,233,"PIK3C2G"
927,1843,628,1851,1057,1214,938,2270,"SINHCAF"
0,0,0,0,0,0,0,0,"PLCZ1"
1252,2243,961,2217,1389,1656,1307,2647,"AEBP2"
0,0,0,0,0,0,0,0,"SLCO1C1"
25,58,13,46,24,47,16,76,"ETFBKMT"
1426,2776,931,3492,1608,2021,1548,3542,"ETNK1"
1824,4137,1577,4059,2047,2621,2066,5074,"ZCRB1"
77,183,93,174,107,118,91,270,"TMEM117"
1629,3086,1370,3078,1436,2051,1870,4017,"PRICKLE1"
2759,3108,2563,2710,3633,3257,2211,3194,"C1RL"
449,669,402,725,506,581,460,916,"NDUFA9"
5431,6454,4723,6318,6441,6800,5037,7891,"CLSTN3"
36,77,43,81,49,77,42,115,"KLRG1"
315,354,226,400,295,337,313,489,"VAMP1"
864,730,614,715,864,821,668,751,"TAPBPL"
3,3,1,6,4,9,3,6,"CD27"
11,42,10,34,18,25,18,42,"RBP5"
2040,2737,1595,2839,2139,2563,1959,4047,"PEX5"
46,14,78,11,66,47,78,20,"PIANP"
1,1,2,0,2,1,1,0,"SLC38A4"
323,319,279,424,330,373,322,391,"AMIGO2"
1674,2646,1069,3054,1516,1922,1703,3334,"SCAF11"
6,1,2,0,1,4,3,2,"COL2A1"
0,0,0,0,1,0,1,1,"PPFIA2"
0,0,0,0,0,0,0,0,"ANP32D"
218,306,221,424,269,333,271,494,"LLPH"
28,52,27,45,31,43,31,74,"RPL14P1"
595,758,398,797,642,653,471,926,"LRIG3"
362,648,360,674,374,443,326,802,"MARCHF9"
11,2,11,0,19,5,11,3,"INHBE"
765,601,590,899,755,947,656,1029,"GLIPR1"
0,0,0,0,0,0,0,0,"TPH2"
956,1539,972,1417,1343,1131,791,1657,"PHLDA1"
303,667,319,720,353,505,352,974,"TMEM19"
54,19,19,24,32,62,59,23,"LGR5"
1,0,1,0,5,2,0,0,"PTPRQ"
134,74,121,77,139,102,111,110,"DUSP6"
282,512,225,575,356,452,316,626,"POC1B"
282,503,212,713,277,440,313,764,"TMTC3"
0,0,0,0,0,1,1,0,"LUM"
0,0,0,0,0,0,0,0,"KERA"
903,1380,932,1536,985,1116,1075,2174,"SNRPF"
3,2,3,3,4,2,2,3,"AMDHD1"
431,800,288,773,420,543,443,985,"NEDD1"
6,7,5,11,6,7,2,9,"SYCP3"
1,0,0,0,0,0,1,0,"ASCL1"
365,731,202,694,281,572,427,892,"GAS2L3"
2,4,0,3,4,1,3,2,"TMEM132B"
484,878,430,827,535,552,443,964,"SLC15A4"
803,1491,653,1494,763,1048,936,1980,"TDG"
359,619,340,588,360,450,414,827,"RITA1"
76,68,63,53,79,120,67,60,"SDSL"
276,1144,319,1095,343,408,305,1641,"MMAB"
780,1448,866,1325,1169,994,822,1471,"GLTP"
641,909,431,1013,647,737,653,1279,"GIT2"
569,898,456,975,592,736,513,1178,"TCHP"
200,254,157,262,203,264,204,362,"FAM222A"
7,4,7,7,7,9,7,8,"FOXN4"
1022,1855,770,1909,1076,1269,1072,2478,"NUP58"
514,1041,391,1098,542,740,527,1327,"MTMR6"
229,149,175,189,197,186,124,157,"SLC46A3"
3698,5077,2734,5549,3272,4281,3662,7526,"SLC7A1"
2,0,2,0,3,1,5,1,"PDX1"
309,616,252,656,294,416,326,693,"LNX2"
368,583,300,538,391,516,341,725,"SUOX"
2,0,1,0,0,0,0,1,"CCDC65"
1,4,3,1,9,4,3,6,"SLC39A5"
490,695,450,669,551,592,482,965,"TARBP2"
27,29,20,33,33,33,28,38,"RDH16"
6,2,4,3,5,7,7,9,"DHH"
125,265,106,171,178,162,76,149,"ACVRL1"
3,2,0,2,4,3,2,1,"GPR84"
0,0,0,0,0,0,0,0,"NPFF"
660,1230,606,1102,669,791,729,1419,"NABP2"
311,468,242,615,374,378,290,579,"N4BP2L1"
0,0,1,0,0,0,0,0,"CELA1"
2877,3967,2536,4254,2994,3840,2888,4997,"SMARCC2"
603,632,381,560,514,753,677,776,"BRCA2"
633,698,544,822,612,696,694,1067,"KANSL2"
758,1073,678,1229,841,1035,819,1436,"CERS5"
80,71,91,94,116,130,87,128,"MAP3K12"
19,22,19,22,36,31,23,27,"ITGB7"
1258,1237,1158,1430,1270,1374,1301,1645,"GALNT6"
894,1130,796,1140,1066,1115,723,1586,"CSAD"
660,1141,566,1158,827,787,646,1227,"LMBR1L"
311,524,339,582,342,405,350,825,"C12orf10"
3190,5597,2980,6182,3461,4514,3347,7555,"ESYT1"
9287,14403,8147,15184,9724,11977,8949,17107,"TMBIM6"
3407,5347,2803,5435,3435,4104,3488,6785,"ANKRD52"
0,0,1,0,0,0,0,2,"KRT71"
1253,1826,1021,1975,1228,1452,1232,2310,"ZNF740"
0,0,2,1,1,0,0,2,"SMIM2"
576,1183,356,1181,455,746,546,1485,"WDFY2"
111,156,98,137,147,129,120,201,"HNRNPA1L2"
301,579,258,602,360,424,348,630,"LPAR6"
1022,2139,869,2166,1237,1407,1045,2855,"ESD"
7,5,8,3,7,8,13,9,"RB1"
1374,2332,1006,2826,1257,1741,1464,3457,"SBNO1"
332,506,302,521,387,482,389,683,"MORN3"
1966,2277,1744,2692,2064,2330,1870,3179,"SETD1B"
196,295,160,330,180,249,201,382,"VPS33A"
2543,4840,2566,4552,2933,3550,2804,5872,"VPS37B"
309,375,240,384,258,377,274,394,"RHOF"
2482,3903,2042,4015,2680,3261,2622,5299,"DENR"
887,1656,677,1450,936,1391,1121,2093,"DIAPH3"
8,21,7,15,7,11,11,25,"SLAIN1"
2105,2840,1630,3423,2125,2573,2159,4031,"RBM26"
0,0,0,0,0,0,1,0,"SRRM4"
0,0,0,0,0,0,1,0,"METTL21C"
1251,1473,1019,1859,1227,1393,1479,2097,"MBNL2"
0,0,0,0,0,0,0,0,"RNF113B"
3,1,0,0,1,0,0,0,"ZIC5"
311,429,254,513,296,415,287,674,"ABHD13"
210,337,190,287,235,317,169,344,"RAB20"
768,1086,728,1171,949,1006,739,1702,"GRTP1"
2659,4885,2273,5090,3026,3717,2970,6773,"CUL4A"
2,5,4,5,3,6,0,6,"TTC6"
0,0,0,0,0,0,0,0,"SSTR1"
780,1245,755,1119,903,1091,711,1423,"CDH24"
13,26,17,20,16,16,15,37,"REM2"
114,133,113,126,199,136,92,148,"CBLN3"
9,5,1,4,1,3,2,2,"TSSK4"
96,40,397,58,145,108,218,79,"NOVA1"
6,5,1,13,7,7,2,11,"FITM1"
53,112,50,129,69,70,70,158,"MDGA2"
1236,1726,959,1875,1269,1568,1155,2431,"TMX1"
503,453,309,638,393,517,533,820,"FRMD6"
37,17,18,28,39,23,21,8,"PELI2"
7,0,8,1,5,14,4,2,"RTN1"
3,6,7,8,7,4,7,8,"ARMH4"
7,18,6,12,5,10,10,19,"SYT16"
77,102,60,124,96,127,63,141,"SLC38A6"
420,574,316,745,422,593,385,913,"NAA30"
13,22,14,17,23,35,11,23,"ADAM21"
1,0,0,0,0,1,1,0,"RDH12"
1130,1579,962,1763,1303,1695,1166,2171,"DCAF5"
1418,3038,1341,2940,1809,2667,1362,3910,"RAB15"
259,428,215,434,254,429,244,638,"WDR89"
9,13,5,9,8,7,8,7,"ESR2"
1,0,0,0,0,0,0,0,"KCNH5"
173,280,157,316,164,291,209,368,"STON2"
44,92,48,114,57,82,63,146,"EFCAB11"
0,0,2,0,1,1,0,0,"GPR65"
143,274,140,305,202,291,192,326,"PTGR2"
643,662,482,663,720,984,603,777,"JDP2"
38,242,34,237,60,69,54,223,"AK7"
0,0,0,0,0,0,0,0,"FAM181A"
0,1,1,0,0,1,3,0,"SLC24A4"
910,258,657,199,979,911,620,267,"FBLN5"
0,0,0,0,0,0,0,0,"SERPINA10"
392,559,359,516,444,444,348,671,"CLBA1"
5076,3215,2881,3240,4237,4366,4025,3864,"WARS1"
0,1,1,1,0,3,1,2,"SLC25A47"
759,1110,630,1233,711,881,804,1512,"WDR20"
80,11,56,124,71,41,71,183,"NIPA2"
289,633,225,666,246,424,314,781,"SLC12A6"
389,559,380,587,468,503,349,476,"DUOXA1"
554,951,452,880,610,729,581,1057,"MFAP1"
1414,2391,1080,2671,1394,1921,1677,3291,"TCF12"
1132,2314,939,2054,1145,1383,1265,2820,"SORD"
6476,7860,7206,7735,6782,7406,7577,9625,"SERF2"
584,1091,357,1075,531,796,625,1368,"ZSCAN29"
3,4,4,1,0,2,4,3,"DUOXA2"
202,294,177,292,223,282,208,295,"DUOX2"
239,289,217,343,237,319,235,339,"LYSMD2"
97,226,102,242,105,125,96,306,"SLC27A2"
6,2,5,6,10,8,13,2,"FGF7"
1,0,1,0,0,0,0,1,"HDC"
0,0,1,3,1,0,0,1,"GCNT3"
1043,1836,808,2005,1115,1381,1058,2423,"BNIP2"
594,736,563,844,698,747,706,1116,"GTF2A2"
2008,3421,1776,3772,2089,2612,2021,4736,"SRP14"
1352,1801,1205,1998,1672,1602,1376,2288,"BAHD1"
126,206,96,181,125,172,124,195,"DISP2"
554,865,492,766,524,638,532,1128,"CDAN1"
2274,1887,1674,2115,2603,2461,2368,2758,"TLE3"
3148,5804,2696,6351,3494,4324,3468,8453,"ANP32A"
590,1028,630,951,757,797,654,1323,"COMMD4"
1140,1975,1012,2145,1288,1619,1317,2373,"UBE2Q2"
50,19,69,43,51,22,49,28,"PSTPIP1"
1303,2256,1174,2445,1432,1593,1412,2770,"ETFA"
10,12,5,5,18,8,4,3,"BCL2A1"
573,856,472,1027,575,678,525,1169,"HMG20A"
219,515,146,520,253,378,275,622,"SCAPER"
1702,2333,1592,2338,1850,2105,1551,2888,"TSPAN3"
635,1190,569,1149,729,916,714,1583,"WDR61"
936,1489,655,1562,884,1058,807,1482,"NCOA2"
428,976,488,829,611,646,419,1011,"NEIL1"
1222,2101,1318,1767,1631,1510,1178,2400,"MAN2C1"
1012,1267,686,1552,889,1376,977,1626,"DNAJA4"
971,1523,1089,1470,1127,1269,1106,2173,"TLNRD1"
12107,18210,8941,22876,13058,16089,14080,28092,"TPM1"
838,1861,564,1920,865,1109,922,1930,"IGF1R"
135,145,100,164,143,144,141,170,"ARRDC4"
1626,2258,1383,2136,1783,2202,1959,3415,"PIF1"
811,1463,676,1529,795,1063,857,1823,"USP3"
9,8,3,6,7,6,7,7,"CYP11A1"
128,378,117,288,142,193,149,328,"BBS4"
7019,4997,5132,5152,7282,7342,6300,5497,"PML"
7,4,2,1,2,1,1,0,"CYP1A1"
9,7,5,5,6,7,7,6,"ADAMTS17"
143,189,91,200,138,166,121,243,"LINS1"
1043,1825,1003,1732,1346,1315,992,2269,"ULK3"
0,0,0,0,0,0,0,0,"GOLGA6D"
328,490,235,398,299,366,289,525,"PCSK6"
0,1,0,1,3,0,1,0,"CCDC33"
0,0,0,0,0,0,0,0,"CELF6"
1426,1923,1270,2253,1623,1898,1506,2713,"SCAMP2"
2,0,0,0,0,0,0,0,"CYP1A2"
1,1,1,1,1,0,1,0,"LMAN1L"
4212,11785,4873,9208,5200,5728,4273,12190,"HAPLN3"
91,79,88,65,122,94,61,52,"RHCG"
1904,2931,1692,3088,1947,2333,2061,3875,"POLG"
10,16,9,15,6,14,17,23,"RLBP1"
1447,2319,1090,2266,1363,1707,1642,2994,"FANCI"
2177,5134,1560,5189,1809,2502,2138,5818,"ABHD2"
6,11,8,11,2,8,1,9,"WDR93"
616,842,408,899,497,674,696,1147,"TICRR"
116,11,79,5,19,15,28,28,"NTRK3"
15,33,12,17,13,10,7,31,"DET1"
17139,43897,16056,40693,17990,21712,16651,41206,"MFGE8"
1294,1764,1102,1808,1313,1583,1271,2193,"ZNF710"
1083,2020,1083,1965,1245,1515,1172,2643,"UNC45A"
7,4,3,1,2,2,5,3,"ST8SIA2"
16,26,5,36,10,17,13,22,"MCTP2"
7537,8834,6001,9772,7078,8811,8514,11711,"FURIN"
5452,11512,3729,13516,4997,7218,5808,13762,"IQGAP1"
776,1312,652,1506,855,1042,823,1663,"CRTC3"
452,984,341,850,463,566,444,1106,"EFL1"
19,29,19,44,27,9,19,46,"SH3GL3"
1477,2724,1339,2952,1591,2048,1597,3698,"SEC11A"
2,5,2,1,5,1,3,7,"SEPTIN12"
2918,3717,2455,4254,3122,3816,3049,5493,"GLYR1"
457,711,333,760,447,535,455,917,"PMM2"
12,31,9,14,16,12,4,27,"SLC5A2"
1,6,3,2,2,4,1,1,"ITGAX"
276,540,236,527,292,356,347,674,"TGFB1I1"
1201,2175,1337,2259,1651,1744,1222,2662,"C16orf58"
273,386,270,408,316,391,290,585,"ARMC5"
454,903,348,850,494,595,437,1072,"PARN"
750,1722,651,1512,929,1077,773,2067,"FTO"
1991,2762,1591,3519,2100,2564,2134,4673,"UQCRC2"
572,755,514,1250,613,761,671,1519,"CDR2"
0,0,0,0,1,1,0,0,"IGSF6"
1799,2663,1587,2719,2074,2269,1949,3254,"ARHGAP17"
30,29,17,20,23,36,27,21,"MYLK3"
2,0,0,0,0,0,0,0,"ABCC12"
59,29,26,42,38,38,42,38,"NKD1"
2559,4303,2269,4123,2817,3326,2888,5908,"DHX38"
330,317,314,458,369,407,373,646,"TXNL4B"
1647,2492,1588,2386,1868,2092,1640,3170,"MARVELD3"
181,258,134,288,189,216,121,337,"CHST4"
231,326,241,384,258,312,269,347,"ZFHX3"
12,9,6,3,6,9,11,16,"CLEC18B"
1273,2909,1176,2914,1521,2076,1373,3305,"CPNE2"
3736,2135,2225,2188,3318,3095,2805,2154,"NLRC5"
1329,1978,1300,2104,1614,1642,1527,2724,"KATNB1"
2389,2756,1923,2751,2448,2870,2120,3560,"KIFC3"
4,0,0,0,1,1,3,0,"ADAMTS18"
37,106,45,87,67,77,43,89,"NUDT7"
24,48,17,42,27,30,17,47,"GCSH"
1009,1982,1007,1835,1242,1386,1064,2080,"CMTM3"
4,11,7,4,6,3,9,6,"CMTM2"
451,141,613,164,566,436,739,309,"CDH11"
682,1451,694,1448,793,1142,676,1944,"NOL3"
1036,1275,871,1542,1034,1305,1060,1840,"MAP1LC3B"
2517,4231,1863,4261,2475,3095,2554,4905,"MBTPS1"
7,16,13,16,10,7,11,25,"CDH13"
719,1263,521,1434,688,855,755,1654,"ZCCHC14"
1159,2455,904,2385,1149,1577,1217,2664,"MEAK7"
2,0,1,1,3,3,0,2,"ADAD2"
74,78,78,75,70,73,83,80,"OSGIN1"
34,1,36,5,29,31,40,15,"IRF8"
1953,3585,2129,3200,2509,2536,2090,4338,"RHOT2"
0,0,3,0,1,2,1,1,"RPL3L"
292,444,245,486,320,403,315,539,"ZSCAN32"
11978,31080,11817,27010,13375,15818,13747,36749,"RPS2"
820,1424,852,1395,1014,1160,908,1733,"NDUFB10"
1114,1860,775,2112,997,1434,1172,2551,"PDPK1"
352,366,238,440,308,361,253,511,"TIGD7"
841,1453,791,1314,1026,1111,826,1720,"DEF8"
1466,2702,1472,2486,1936,1924,1457,3306,"TCF25"
587,686,555,706,615,705,589,922,"GALNS"
784,1318,726,1140,897,1060,809,1549,"GAS8"
521,700,470,751,558,612,524,918,"MED9"
3236,6904,2167,7187,2980,3949,3370,7538,"NCOR1"
0,0,0,0,0,1,0,0,"CDRT15P1"
1498,2636,1341,2822,1605,1884,1608,3612,"COPS3"
500,743,424,879,465,601,449,1092,"GID4"
115,249,97,254,132,158,108,284,"ZNF287"
0,0,0,0,0,0,0,0,"MYOCD"
464,257,308,285,528,539,460,321,"KSR1"
1343,2091,1137,2303,1482,1719,1528,2895,"UTP4"
1682,2534,1520,2597,1788,1755,1966,3177,"RANBP10"
0,3,1,2,6,3,0,2,"CTRL"
1,0,2,0,0,1,0,0,"DPEP3"
1464,2455,1275,2509,1499,1920,1562,3130,"GFOD2"
1542,2241,1258,2339,1559,1923,1617,3258,"NOB1"
614,1147,547,1080,737,812,690,1520,"PRPSAP2"
3,3,3,2,6,2,7,6,"UNC45B"
403,755,373,797,399,517,398,910,"PCTP"
0,1,1,0,0,0,0,0,"OR4D1"
671,1384,550,1366,783,870,664,1657,"TOM1L1"
0,0,0,0,0,0,0,0,"KIF2B"
670,1167,453,1135,636,868,705,1500,"C17orf80"
632,518,682,536,409,581,457,838,"TOB1"
777,1283,698,1184,816,1026,772,1527,"VPS53"
0,0,0,0,2,0,0,0,"SPATA22"
2884,6163,2998,5231,3490,4390,3089,6670,"SGSM2"
1433,2395,1133,2360,1518,1862,1437,2975,"NPEPPS"
0,0,2,0,5,0,2,0,"SKAP1"
2,15,6,7,16,11,6,12,"LRRC46"
231,481,240,353,272,286,178,372,"SCRN2"
572,1254,400,1275,571,717,526,1318,"SSH2"
8,5,4,2,8,6,8,1,"RHBDL3"
0,0,0,0,0,0,0,0,"SPACA3"
78,159,62,140,68,89,81,191,"ARSG"
0,0,1,0,0,0,0,0,"ABCA8"
437,880,440,824,572,523,467,996,"G6PC3"
5854,9712,4668,10829,5931,7078,6392,11843,"CLTC"
6,6,4,9,9,11,4,10,"C17orf64"
280,461,205,459,301,374,246,532,"BCAS3"
582,872,514,957,600,758,649,1165,"PTRH2"
1111,1822,894,1760,1113,1405,1152,2275,"SS18"
299,427,163,443,218,287,243,530,"TAF4B"
1522,2664,1334,2516,1651,1892,1516,3417,"AFG3L2"
384,732,316,684,389,457,353,990,"PRELID3A"
1171,1697,1204,1593,1278,1475,1217,2423,"IMPA2"
25,33,19,38,26,34,19,79,"GNAL"
1034,1693,816,1967,1144,1554,1152,2458,"SLC39A6"
749,1212,517,1355,799,1080,777,1681,"RPRD1A"
118,162,95,187,106,113,113,181,"C18orf21"
1384,1990,1168,1992,1432,1711,1549,2237,"GALNT1"
0,0,0,0,0,0,0,0,"ASXL3"
28,3,22,2,36,20,15,5,"ADCYAP1"
0,0,0,0,0,2,0,1,"MEP1B"
1,1,0,0,0,0,0,0,"SLC25A52"
91,155,64,178,105,102,77,167,"GAREM1"
471,777,352,787,494,533,432,960,"ESCO1"
1470,3088,1127,3187,1563,2097,1462,3862,"OSBPL1A"
551,535,419,462,562,603,485,536,"GATA6"
224,360,165,497,208,322,229,387,"GREB1L"
352,464,261,547,330,421,367,695,"RMC1"
2659,3434,2478,3587,2754,3320,2726,4723,"PELP1"
599,1253,464,1320,545,772,650,1600,"NPC1"
0,0,0,0,0,0,0,1,"SLC14A1"
1235,2457,1194,2667,1392,1698,1241,3371,"ARRB2"
8,0,5,3,2,5,5,1,"SLC13A5"
461,582,495,476,548,524,396,569,"ZMYND15"
249,380,230,331,249,355,269,520,"WRAP53"
5226,8052,4478,7960,5739,7259,5468,9725,"MINK1"
240,488,281,439,294,357,238,624,"SAT2"
27,33,36,29,35,51,34,35,"ASGR1"
22,33,27,30,23,26,42,23,"PIK3R5"
4725,6214,4571,6581,5649,6157,5653,8220,"TP53"
80,86,80,95,94,107,85,112,"CCDC40"
6083,9879,7138,11483,6951,7959,7078,14792,"ARHGDIA"
1888,2321,1975,2271,2064,2154,1596,2528,"TMC6"
1561,3620,1487,3278,1741,2079,1460,3410,"SLC16A3"
475,871,571,712,550,611,460,912,"CARD14"
206,155,110,155,212,219,167,208,"TTYH2"
380,623,453,705,408,489,397,875,"RAB40B"
1266,2025,1276,1996,1388,1562,1343,2505,"EIF4A3"
2474,3777,2751,3379,2577,2825,2534,4469,"CSNK1D"
716,1173,818,1244,732,866,754,1613,"ANAPC11"
1189,2284,1233,2102,1435,1509,1339,3097,"TBCD"
511,776,508,754,511,586,499,982,"FN3KRP"
819,1929,942,1694,966,1040,922,2346,"NARF"
751,989,700,968,827,919,698,1303,"RPTOR"
2551,4156,2278,4482,2456,3025,2646,5823,"FOXK2"
1825,3089,1858,2863,1954,2329,1850,4149,"TRIM65"
406,611,395,614,401,504,416,777,"CBX8"
1608,1641,1428,1736,1603,1666,1152,1383,"SECTM1"
17,40,19,28,16,16,25,45,"RNF157"
761,1407,886,1315,953,1029,846,1917,"CEP131"
327,401,241,296,213,359,377,593,"ZNF750"
1958,3887,1985,3273,2156,2226,1900,4243,"WDR45B"
1317,1379,1154,1289,1185,1549,1142,1895,"CBX4"
172,260,128,218,184,209,179,349,"RNF165"
654,1473,525,1340,718,943,738,1731,"DYM"
71,63,58,88,68,97,84,129,"MAPK4"
78,111,67,87,88,92,74,110,"ELAC1"
1606,2228,1395,2382,1674,1894,1573,3110,"MBD1"
1025,1957,890,1962,1183,1311,1080,2339,"SMAD4"
546,1187,452,828,621,564,354,826,"TNFRSF11A"
1009,1051,633,980,1022,949,816,1279,"ZCCHC2"
7,7,2,6,1,4,2,4,"FBXO15"
0,0,0,0,1,0,0,0,"CBLN2"
1563,719,961,672,1353,1174,1112,903,"PMAIP1"
1050,1158,1024,1297,1064,1337,1109,1810,"P3H4"
590,1140,599,1252,746,881,697,1662,"NT5C3B"
1162,1916,1155,1877,1371,1471,1184,2284,"RETREG3"
3811,6254,3752,6724,4472,5378,3749,8013,"ERBB2"
679,1110,561,1010,809,708,637,1224,"GRB7"
505,807,500,879,533,647,501,1119,"MIEN1"
9,1,2,3,6,8,2,3,"PNMT"
1,0,0,0,0,1,0,0,"ARL5C"
1422,871,1026,555,1796,1877,654,809,"STAC2"
113,53,170,54,146,147,200,98,"IGFBP4"
4820,7170,4747,7639,5772,6277,4998,9660,"FKBP10"
1173,2385,1124,2367,1382,1655,1329,3260,"TXNL4A"
101,47,79,42,82,92,115,66,"CACNA1A"
135,239,141,254,123,162,106,193,"MISP3"
2920,4538,2599,5038,3250,4056,2915,6451,"SAMD1"
5853,7109,5287,7504,6556,7115,6252,9579,"BRD4"
414,593,419,614,489,534,452,781,"SLC39A3"
5314,6707,4794,7167,5771,6906,5775,9763,"NFIC"
435,689,437,576,458,533,449,837,"TPGS1"
5445,7444,5732,7522,6458,6923,5031,10555,"PLPP2"
0,0,1,0,0,0,0,0,"ZIM3"
527,859,370,876,425,705,583,1173,"PRDM15"
6565,11825,6374,10485,8383,8500,6703,13961,"PFKL"
1544,2169,1416,2091,1596,2116,1650,3016,"FEM1A"
203,213,161,262,189,241,260,293,"VAV1"
987,1522,787,1452,1057,1146,940,1772,"MVB12A"
1,1,0,1,5,0,2,2,"CIB3"
0,2,0,0,2,0,0,0,"AC008764.1"
2352,4646,2318,4290,2723,3238,2666,5687,"SH3GL1"
660,791,632,820,730,842,702,1161,"DUS3L"
1796,3078,1651,3125,2032,2456,2132,4202,"DPP9"
0,0,0,0,0,1,0,0,"DMRTC2"
936,1637,933,1556,1180,1333,1062,2025,"CCDC97"
36,79,41,52,63,70,40,83,"TMEM91"
222,664,183,640,273,345,205,767,"ZFP14"
433,831,376,723,476,544,430,956,"SIRT3"
22837,15899,16773,15804,25094,25043,18286,16377,"IFITM3"
8645,13392,7820,12947,10698,12802,8183,14722,"PGGHG"
72,194,39,243,89,144,93,269,"HUNK"
5660,7053,4540,7565,4862,7050,6439,11360,"COL6A1"
0,0,0,0,0,0,0,0,"OR1E3"
1818,2751,1572,2790,2063,2456,1989,3096,"IFNAR1"
2497,3935,2082,4344,2492,3327,2760,6064,"SOD1"
7629,11091,6005,12548,7161,10159,8999,15652,"COL6A2"
48,46,48,32,54,45,62,82,"SIK1"
0,0,0,0,0,0,0,0,"DNMT3L"
748,782,583,862,653,887,772,1141,"TRPM2"
1617,2458,1496,2458,1793,2152,1687,3328,"SCYL1"
251,331,157,419,210,327,254,433,"TMEM50B"
46629,68499,38937,79693,48433,59212,51649,91403,"APP"
944,2017,701,1963,952,1162,998,2179,"DOP1B"
2965,3844,1947,4112,2309,3296,2947,4911,"URB1"
5974,10278,5823,10931,6939,8122,7132,13324,"AKT1"
2,3,1,1,1,3,4,0,"IL19"
144,173,160,255,181,265,238,288,"EMP3"
2125,3896,1947,3903,2362,2725,2498,5097,"SAE1"
32,75,27,50,46,42,30,48,"NTN5"
416,519,304,585,408,526,309,625,"LMTK3"
240,325,228,308,313,336,240,435,"GEMIN7"
644,807,545,873,812,830,597,1018,"CBLC"
56,84,54,55,58,68,55,78,"WTIP"
418,442,418,281,588,456,346,303,"ADAMTS10"
1,1,2,0,1,2,2,0,"SLC6A3"
1376,2785,1372,2683,1672,1940,1455,3154,"RNPEPL1"
557,893,464,785,613,695,459,1129,"CAPN10"
18,15,21,11,27,25,27,13,"MYO1F"
220,337,135,371,190,240,193,345,"ERVK3-1"
0,0,0,0,0,0,0,0,"NLRP12"
0,0,1,0,0,1,0,0,"CACNG8"
1441,2263,1333,2201,1488,1852,1544,2980,"ZNF787"
373,498,349,540,402,501,424,647,"TIMM29"
1155,1247,875,1416,1516,2644,1254,2180,"FBN3"
2656,4188,2357,4277,2765,3276,2882,5804,"CARM1"
866,1372,763,1285,951,1049,806,1549,"EVI5L"
0,0,0,0,0,0,0,0,"TM4SF5"
3,2,1,0,2,3,2,1,"SLC47A1"
1477,2371,1431,2481,1754,1891,1760,3426,"PSMB6"
0,0,0,0,0,0,0,0,"GPR32"
0,0,0,0,2,2,0,0,"SIGLEC10"
0,0,0,0,0,0,0,0,"ACP4"
1,0,4,2,0,5,0,3,"KLK3"
387,553,243,547,335,427,356,723,"ZNF473"
57,101,72,90,72,80,75,129,"FAM71E1"
6564,13634,5942,14100,7337,8926,6887,18770,"RPS11"
0,1,0,0,0,0,0,0,"PTH2"
0,0,0,0,0,0,0,0,"AC020909.1"
8778,20418,8926,19206,9546,12057,9607,27410,"RPL13A"
