"HBCx14_Carboplatin1","HBCx14_Carboplatin2","HBCx14_Carboplatin3","HBCx14_Carboplatin4","HBCx14_Carboplatin5","Symbol"
0,0,0,0,0,"LINC02489"
8,2,4,3,0,"LINC02739"
0,0,0,0,0,"UBTFL1"
0,0,0,0,0,"AP001767.2"
0,0,0,0,0,"AP004607.5"
0,0,0,0,0,"OR5M1"
0,0,0,0,0,"ARL6IP1P3"
0,0,0,0,0,"AP000755.1"
0,0,0,0,0,"AC107918.2"
0,0,0,0,0,"AC022878.1"
0,0,0,0,0,"OR5D15P"
0,0,0,0,0,"AF131216.3"
0,0,0,0,0,"AC093496.1"
0,0,0,0,0,"AP000676.2"
0,0,0,0,0,"AF228730.3"
1324,762,1835,1269,1270,"AC136475.3"
0,0,1,1,1,"AP000842.2"
0,0,0,0,1,"AP003049.2"
0,0,0,0,0,"AC110058.1"
0,0,0,0,0,"OR8B5P"
163,105,202,166,164,"AP002807.1"
0,0,0,0,0,"TSPAN18-AS1"
0,0,0,0,0,"SERPINA15P"
0,1,1,0,0,"SDHCP4"
0,1,3,0,0,"STRA6LP"
0,0,0,0,0,"AC136443.2"
4,2,0,1,0,"AP006287.2"
0,0,0,0,0,"LINC02553"
2,2,0,3,1,"MORF4L1P3"
0,0,0,0,0,"AC103855.3"
0,0,0,0,1,"AC109635.3"
0,0,0,0,0,"NAV2-AS5"
1,0,5,1,5,"AP000866.5"
7,2,9,8,4,"AC069185.1"
0,0,0,0,0,"HNRNPRP2"
0,0,0,0,0,"OR8X1P"
1,0,1,0,1,"AC067930.4"
0,0,0,0,0,"BCAS2P1"
21,14,25,23,17,"FAM66D"
0,0,0,0,0,"OR4A44P"
0,0,0,0,0,"AL020996.2"
0,0,0,0,0,"MTND1P35"
1,1,0,0,0,"AP003041.1"
0,1,0,1,0,"PDCL2P2"
0,2,0,0,1,"PPIAP43"
0,0,0,0,0,"AC009656.1"
4,4,17,7,15,"AP001318.2"
0,0,1,1,0,"AP001646.2"
0,0,0,0,0,"AP002001.2"
0,0,0,0,0,"AC013549.4"
0,0,0,0,0,"OSBPL9P3"
0,0,0,0,0,"SAA2-SAA4"
0,0,0,0,0,"PIGY"
0,0,0,0,0,"ZFP91-CNTF"
0,0,0,0,0,"AC018523.1"
0,0,0,0,0,"CENPUP1"
0,0,0,0,0,"AC084838.1"
0,0,0,0,0,"OR4X7P"
0,0,0,0,0,"OR4A6P"
0,0,0,0,0,"LINC02704"
1,0,0,0,0,"AP003168.2"
0,0,3,0,1,"GRM5-AS1"
0,0,0,0,0,"OR5AK1P"
0,0,0,0,0,"AP003110.1"
1,0,1,0,4,"AF186192.2"
0,0,0,0,0,"AC024341.1"
0,0,0,0,0,"AP001993.1"
0,0,0,0,0,"AC013828.2"
1,0,1,0,0,"AC136475.4"
0,0,0,0,0,"AC087442.1"
0,0,2,0,0,"AC010768.2"
0,0,0,0,0,"AP002008.2"
1,5,5,0,0,"AC090159.1"
0,0,0,0,0,"OR1D4"
0,0,0,0,0,"OR5B10P"
0,1,0,0,0,"AP006259.1"
0,0,0,0,0,"AC023245.2"
1,2,3,4,2,"AP003119.2"
0,0,0,0,0,"AC103843.1"
0,0,0,0,0,"AP005436.2"
0,0,0,0,0,"AC005324.4"
0,0,0,0,0,"PTMAP15"
0,0,0,0,1,"AC010768.3"
0,0,0,0,0,"AC079089.2"
30,38,30,41,44,"AP006621.1"
0,0,0,0,0,"LINC02740"
0,0,0,0,0,"AP005597.2"
0,0,0,0,0,"AP006587.2"
1550,1453,2135,2030,2062,"CHMP1B"
0,0,0,0,0,"OR4A48P"
2,1,5,1,4,"AP003392.3"
0,0,0,1,3,"AP002812.4"
0,0,0,0,0,"SLC5A4P1"
0,0,0,0,0,"LINC02546"
0,0,0,1,0,"AP003306.2"
0,0,0,0,0,"AP003385.3"
1,0,1,0,1,"OVOL1-AS1"
78,98,78,95,87,"CCDC84-DT"
1,5,3,4,7,"AC068587.2"
0,0,0,0,0,"MTND5P21"
0,0,0,0,0,"AP003064.1"
0,0,0,0,0,"AP003171.2"
0,0,0,0,0,"HSPD1P3"
10,14,27,22,20,"AP000880.1"
0,0,0,0,0,"AC022874.1"
0,0,0,0,0,"OR9L1P"
0,0,0,0,0,"AC090138.1"
2,3,3,5,0,"LINC02721"
0,0,0,0,0,"OR8K2P"
82,74,124,105,123,"AP002360.2"
0,0,0,0,0,"AP001972.3"
0,0,0,0,0,"GLTPP1"
10,8,5,12,6,"AP000442.1"
0,0,0,0,0,"OR5BN2P"
0,0,0,0,0,"HNRNPA1P76"
45,44,62,54,52,"AP006621.2"
0,0,0,0,0,"AP000879.2"
0,0,0,0,0,"AC025857.1"
41,30,44,55,62,"STX17-AS1"
1,1,1,2,2,"AP004247.2"
0,0,0,0,0,"AP003385.4"
0,0,0,0,0,"AC239802.2"
0,0,0,0,0,"AP002963.1"
7,3,9,4,6,"EID3"
0,0,0,0,0,"GLYATL1B"
0,0,0,0,0,"MSH5-SAPCD1"
28,25,26,29,19,"TOLLIP-AS1"
5,0,6,4,2,"HTD2"
0,0,0,0,0,"AP004371.1"
0,3,0,4,1,"RNY1P9"
0,0,0,0,0,"DEFB130C"
0,0,0,0,0,"AC131934.1"
0,0,0,0,0,"AC026894.3"
4,2,0,3,1,"AC009652.1"
0,0,0,0,0,"AC113192.2"
0,0,0,0,0,"AP004833.2"
0,0,0,0,0,"HSPE1P18"
0,1,0,0,0,"AF235103.1"
2,1,2,7,0,"AC134775.1"
0,0,0,0,0,"AC022616.8"
0,0,0,0,0,"AC090857.2"
0,0,0,0,0,"LINC02722"
0,0,0,0,0,"AP003122.3"
0,0,0,0,0,"LINC01499"
0,0,0,0,0,"OR5AM1P"
3,2,8,4,7,"AP003068.3"
0,0,0,0,0,"AC107918.3"
0,0,0,0,0,"LINC02759"
8,6,8,9,7,"AP000941.1"
3,5,10,9,6,"MUC5B-AS1"
0,0,0,0,0,"LINC02720"
0,0,0,0,0,"AC027804.1"
0,0,0,0,0,"CCDC166"
87,66,114,110,102,"AC084125.2"
0,0,0,0,0,"LINC02711"
0,0,0,0,0,"AP004607.6"
2,1,2,0,1,"PDXDC2P"
0,0,2,0,0,"AC087277.2"
0,0,0,0,0,"LINC02748"
0,1,0,0,0,"AP003327.1"
0,0,0,0,0,"GLYATL1P1"
0,0,0,0,0,"TRIM51DP"
0,0,0,0,0,"AP003555.2"
0,0,0,0,0,"NANOGP8"
2,2,3,0,0,"LINC02726"
0,0,0,0,0,"OR4A17P"
6,9,5,10,4,"AC090559.1"
60,55,79,78,71,"SNHG9"
0,0,0,0,0,"GTF2IP11"
16,27,31,22,22,"PGAM1P8"
0,1,0,0,0,"AC087623.1"
17,8,16,27,15,"AL049629.1"
0,0,0,0,0,"OR7E2P"
0,0,0,0,0,"AC036111.2"
0,0,0,0,0,"MED28P5"
0,0,0,0,0,"AC011853.2"
0,0,0,0,0,"AL133399.1"
0,0,0,0,0,"AP001978.1"
0,0,0,0,0,"AP001889.1"
0,0,0,0,0,"AC130365.1"
0,0,0,0,1,"NPM1P35"
0,0,0,0,0,"AP006587.3"
0,0,0,0,0,"OR4R1P"
1,1,0,0,0,"AP001360.1"
0,0,0,0,0,"OR5J7P"
0,0,0,0,0,"OR5BC1P"
0,0,0,0,0,"AP000755.2"
0,0,0,0,0,"DDX18P5"
1,0,2,3,1,"CARD17"
2,0,2,1,2,"SETP17"
0,0,0,0,0,"OR5M11"
35,53,45,35,37,"AC109322.1"
0,0,0,0,0,"OR8B6P"
0,0,0,2,0,"LINC02690"
0,0,0,0,0,"AC090124.1"
0,1,0,0,0,"AC069287.3"
0,0,0,0,0,"AC004923.3"
0,0,0,1,0,"MRPS36P4"
0,0,0,0,0,"AC087441.3"
0,0,0,0,0,"AP003969.1"
1,0,7,3,4,"AP000446.1"
0,0,0,0,0,"AP005435.4"
1,4,2,1,3,"AP002992.1"
0,0,0,1,0,"AC138230.1"
0,0,0,0,0,"RFPL4AP1"
4,2,2,0,4,"TREHP1"
50,35,57,51,32,"AP001636.3"
0,0,0,0,0,"AP005436.3"
0,0,0,1,0,"AC023078.1"
0,0,0,0,0,"FXYD6-FXYD2"
0,0,0,0,0,"AP000793.1"
0,0,0,0,0,"NECTIN1-AS1"
16,22,29,29,47,"MIR100HG"
2,1,3,1,1,"AP003059.2"
0,0,0,0,0,"PRR23D1"
1,2,5,2,2,"AL078612.2"
0,0,0,0,0,"AC068587.3"
0,0,0,0,0,"HIGD1AP5"
0,0,0,0,0,"PPP1R1AP1"
0,0,0,0,1,"AL136146.2"
0,0,0,0,0,"LINC02743"
0,0,0,0,0,"ZNF123P"
2,0,0,1,0,"KC877392.1"
1,0,0,0,1,"OR7E4P"
1,0,0,0,0,"ELOBP2"
0,0,0,0,0,"TMA16P1"
0,0,0,0,0,"AP003484.1"
0,0,0,0,0,"LINC02687"
0,0,0,0,0,"AC130364.2"
1,0,0,0,0,"LINC02710"
0,0,0,0,0,"NAV2-IT1"
0,0,0,0,0,"AL137224.1"
0,0,0,0,0,"AC113192.3"
0,0,0,0,0,"AF238378.1"
0,0,1,0,0,"SMIM35"
2,2,2,0,1,"RRM1-AS1"
0,0,0,0,2,"ABCC6P2"
0,0,0,0,0,"AC023442.3"
0,0,0,0,0,"AP001922.4"
0,0,0,0,0,"AC090124.2"
0,0,0,0,0,"WTAPP1"
0,0,0,0,0,"AP005597.3"
223,199,268,256,258,"AP006621.3"
0,0,0,0,0,"AP004833.3"
0,0,0,0,0,"AP000907.1"
0,0,0,0,0,"SNRPGP16"
0,0,0,0,0,"AL358944.2"
0,0,0,0,0,"AC068389.2"
0,0,0,0,0,"HMGB1P40"
0,0,0,0,0,"AP002884.2"
0,1,0,0,0,"WIZP1"
0,0,0,0,0,"OR4A50P"
0,0,0,0,0,"H3P34"
0,0,0,0,0,"AP002490.2"
0,0,0,0,0,"OR4A41P"
0,0,0,0,0,"OR8G5"
0,0,1,1,0,"AP003557.1"
0,0,0,0,0,"LINC02745"
1,2,5,3,2,"AP002893.1"
0,1,0,0,0,"EID1"
0,0,0,0,0,"OR5BA1P"
0,0,0,0,0,"OR4A46P"
0,0,0,0,0,"AP004607.7"
18,11,13,19,23,"AC004923.4"
0,0,0,1,0,"OR52B2"
0,1,1,1,6,"CSRP3-AS1"
0,0,0,0,0,"AC131935.1"
121,85,145,136,104,"AF131215.5"
0,0,0,0,0,"DLG2-AS2"
0,0,0,0,0,"OR4C7P"
0,0,0,0,0,"AC100858.2"
0,1,0,2,0,"AC024475.3"
0,0,0,0,0,"OR8A3P"
0,0,0,0,0,"MTND6P25"
0,0,0,0,0,"AP002833.2"
3,2,5,8,1,"ENPP7P8"
2,0,1,0,0,"AP000759.1"
0,0,0,0,0,"AC068389.3"
0,0,0,0,0,"LINC01495"
0,0,0,0,0,"AC108136.1"
7,5,8,10,4,"AP001922.5"
0,0,0,0,0,"LINC02697"
6,2,5,6,3,"AC136475.5"
0,1,0,0,0,"H2AZP4"
0,0,0,0,0,"AL096711.2"
0,0,0,0,0,"AP000790.2"
0,0,0,0,0,"LINC02756"
0,0,0,0,0,"AP000435.1"
2,1,2,2,1,"AP000907.2"
0,0,0,0,0,"LINC02729"
0,0,0,0,0,"AP003181.1"
64,31,70,78,61,"AP001830.1"
0,0,0,0,0,"AC118273.2"
0,0,0,0,0,"AL133352.1"
0,0,0,0,0,"AC087276.4"
0,0,0,0,0,"OR8Q1P"
0,0,0,0,0,"AP000926.1"
1,0,0,0,2,"AC234917.1"
0,0,0,0,0,"LINC02706"
0,2,1,0,5,"AP002957.1"
31,34,27,44,46,"NOX5"
0,0,0,0,0,"AC021820.1"
0,0,0,1,0,"AP001775.2"
0,0,0,0,0,"OR4A7P"
0,0,0,0,0,"MTCO1P15"
0,0,0,0,0,"AC023946.1"
0,0,0,0,0,"PPP1R10P1"
0,0,0,0,0,"AP003057.1"
7,3,6,4,1,"AP000640.2"
0,0,0,0,0,"AC007536.1"
0,0,0,0,0,"AC055878.1"
0,1,1,2,0,"NDUFAF2P2"
0,0,0,0,0,"CCDC179"
0,0,0,0,0,"AP004607.8"
0,0,0,0,0,"AC103843.2"
0,0,0,0,0,"LINC02761"
1,3,2,0,3,"LINC02757"
0,0,0,0,0,"SMILR"
0,0,0,0,0,"AC040926.1"
3,1,0,2,1,"AC120036.4"
3,2,0,1,1,"AC127526.2"
0,0,0,0,0,"AC087373.1"
0,0,0,0,0,"AP000920.1"
7,51,4,9,3,"CYCSP25"
0,0,0,0,0,"OPCML-IT2"
0,0,0,0,0,"AC107886.1"
0,0,0,0,0,"TAS2R45"
0,0,0,0,0,"AL078612.3"
0,0,0,0,0,"AP003066.2"
0,0,0,0,0,"DUXAP5"
0,0,0,0,0,"PRR23D2"
0,0,0,0,0,"CYCSP29"
0,0,0,0,0,"AP001317.1"
0,0,0,0,0,"AP001258.1"
0,0,0,0,0,"LINC02734"
0,1,0,0,0,"AP001267.2"
0,0,0,0,0,"UBTFL10"
0,0,0,0,0,"OR5BR1P"
1,5,0,4,4,"AC015689.1"
1,1,0,0,0,"LINC02741"
4,1,7,6,6,"Z97989.1"
1,0,0,1,2,"AC091564.4"
0,0,0,0,0,"AP003497.1"
0,0,0,0,0,"OOSP4B"
0,0,0,0,0,"C8orf49"
0,0,0,0,0,"AP001972.4"
0,0,0,0,0,"AP000857.1"
3,0,2,4,4,"AC022182.3"
54,28,69,36,45,"HCAR3"
0,0,0,0,0,"TBX5-AS1"
0,0,0,0,0,"AC124276.2"
0,0,0,0,0,"AC021269.2"
0,0,0,0,0,"AC027451.1"
0,0,0,0,0,"AP000641.1"
1,1,2,2,0,"AP001266.1"
0,0,0,0,0,"LINC02730"
0,3,0,0,0,"PCDHA3"
0,1,0,0,1,"RSF1-IT1"
1,0,0,2,1,"AC091564.5"
0,0,0,0,0,"LINC02548"
0,0,0,0,0,"AC022880.1"
0,0,0,0,0,"AP000867.3"
0,0,0,0,0,"OR10AF1P"
0,0,0,0,0,"MTCO2P15"
0,4,3,3,4,"LINC02718"
0,0,0,0,0,"CASC23"
0,0,1,0,0,"AP002340.1"
0,0,0,0,0,"AP002954.1"
13,6,8,11,6,"EBLN2"
0,0,0,0,0,"MRGPRX9P"
0,0,0,0,0,"OR8G3P"
0,0,0,0,0,"AC044839.2"
2,1,8,3,3,"LINC02707"
0,0,0,1,0,"AP002008.3"
0,0,0,0,0,"AP003400.1"
0,0,0,0,0,"CASP1P1"
0,0,0,0,0,"OR5B19P"
0,0,0,0,0,"AP001458.2"
0,0,0,0,0,"LINC02735"
0,0,0,0,0,"AP001922.6"
15,12,21,22,16,"AP001267.3"
0,0,0,0,0,"AC023538.1"
3,2,3,2,2,"AL354813.1"
0,0,0,0,0,"AC135050.2"
0,0,0,0,0,"AP001085.1"
8,3,4,8,6,"AC008750.2"
16,17,9,12,23,"AC109635.4"
0,0,2,1,2,"CD44-AS1"
0,0,1,0,0,"CYCSP27"
0,0,0,0,0,"AP003072.2"
0,0,0,0,0,"AP003064.2"
0,0,0,1,0,"AC044839.3"
0,0,0,0,0,"AC055860.1"
3,2,3,2,3,"AP002812.5"
0,0,0,0,0,"AC110056.1"
0,0,0,0,0,"AC010768.4"
0,0,0,0,0,"AC084851.2"
0,0,0,0,0,"AC100770.1"
73,53,62,75,71,"AP003486.1"
0,0,0,0,0,"AC084125.3"
0,0,0,0,0,"AC022880.2"
15,12,19,13,20,"AC108471.3"
0,0,0,0,0,"AC105233.2"
0,1,0,0,0,"ZDHHC20P3"
0,0,0,0,0,"OR8I1P"
3,3,2,1,2,"AC104031.1"
0,0,0,0,0,"AC011979.2"
1,1,1,2,1,"SEPTIN14P8"
0,0,0,0,0,"OR5AL2P"
0,0,2,4,2,"AP002433.1"
30,24,29,43,31,"AP001107.9"
0,0,0,0,0,"BOLA3P1"
0,0,0,0,0,"AC090099.1"
0,1,0,0,0,"AP001528.1"
1,1,1,0,2,"AL161668.2"
0,1,0,0,0,"GAU1"
0,0,0,0,0,"AP001007.2"
0,0,0,0,0,"AC011092.2"
0,0,0,0,0,"AC021713.1"
0,1,0,0,0,"AP000944.1"
0,0,0,0,0,"AP001189.5"
0,0,0,0,0,"AL353699.1"
0,0,0,0,0,"OR56A7P"
0,0,0,0,0,"AP001830.2"
0,0,0,0,0,"AP000889.2"
0,0,0,0,0,"LINC02764"
0,0,0,0,0,"OR5G4P"
0,0,0,0,0,"AP003122.4"
0,0,1,1,1,"AC087362.2"
0,0,0,0,0,"AC115990.1"
0,0,0,0,0,"EIF4A2P5"
100,85,82,134,156,"AC100858.3"
0,0,0,0,0,"H3P33"
0,0,0,0,0,"OR4A10P"
0,0,0,0,0,"LINC00681"
2,0,2,5,3,"AC145124.1"
0,0,0,0,0,"AC103796.1"
0,0,0,0,0,"AC022616.9"
3,11,8,3,9,"AC068385.1"
0,0,0,0,0,"AC036111.3"
1,2,0,0,0,"AC109635.5"
0,0,0,0,0,"CARD18"
0,0,0,0,0,"LINC02713"
1,0,0,0,1,"AP001767.3"
0,0,0,0,0,"AP001533.1"
0,0,0,0,0,"AC079064.1"
0,0,0,0,0,"AP003718.1"
0,2,1,4,0,"UVRAG-DT"
8,2,5,5,0,"AP002990.1"
0,0,0,0,0,"OR8A2P"
0,0,0,0,0,"AC023078.2"
0,0,0,0,0,"LINC02684"
0,0,0,0,0,"AC005363.1"
0,0,0,0,0,"OR4B2P"
0,0,0,0,0,"AP003499.2"
0,0,0,0,0,"AP005436.4"
64,47,78,64,80,"AP002748.4"
0,2,0,4,4,"AC103855.4"
1,1,0,0,0,"AC090589.2"
23,16,31,24,26,"AL356215.1"
0,0,0,0,1,"SNRPCP5"
0,0,0,0,0,"AP001652.1"
0,0,0,1,0,"NPIPB8"
0,0,0,0,0,"AL137804.1"
0,0,0,0,0,"NEDD8-MDP1"
0,0,0,0,0,"AC027369.5"
0,0,0,0,0,"AP003123.1"
267,251,335,299,316,"POLR2M"
0,0,0,0,0,"AF235103.2"
0,0,0,0,0,"NDUFS5P6"
1,0,0,2,0,"AC118942.1"
0,0,1,0,0,"AC136475.6"
0,0,0,0,0,"OR4A43P"
0,0,0,0,0,"AP003041.2"
0,0,0,0,0,"MRGPRX5P"
0,0,0,0,0,"AP000708.1"
0,0,0,0,0,"OR10V2P"
0,0,3,0,1,"AP002336.3"
0,0,0,0,0,"AP003122.5"
0,0,0,0,0,"AP000873.5"
0,0,0,0,0,"AC090625.2"
0,0,0,0,0,"AP005597.4"
0,0,0,0,0,"DEFB108D"
0,1,0,0,0,"AP004608.1"
0,0,0,0,0,"RPA2P3"
0,0,0,0,0,"AP003043.1"
0,0,0,0,0,"ENPP7P6"
0,0,0,0,0,"AP006587.4"
0,0,0,0,0,"AC027369.6"
0,0,0,0,0,"LY6G6E"
0,0,2,1,0,"LINC02733"
1,0,1,1,0,"OR7E1P"
0,0,0,1,0,"AP000857.2"
0,0,0,0,0,"AC087203.2"
0,0,0,0,0,"AP001266.2"
0,0,1,0,0,"AC013762.1"
8,8,14,15,8,"ZNF252P-AS1"
0,0,0,0,0,"OR4R2P"
6,9,19,15,8,"FDXACB1"
0,1,2,1,2,"UNC93B6"
0,0,0,0,0,"AC021006.2"
0,0,0,0,0,"AC073651.1"
0,0,0,0,1,"AC135279.2"
5,3,8,9,8,"BRWD1-AS2"
0,0,0,0,0,"TRAV1-1"
12,18,20,16,19,"MIR9-3HG"
0,1,0,0,4,"AC018653.1"
0,0,0,0,0,"AC004812.1"
0,0,0,0,0,"AP000462.1"
0,0,0,0,2,"AC006511.3"
0,0,0,0,0,"OR10G2"
0,0,0,0,0,"AC084357.3"
3,3,6,5,6,"AL590627.1"
0,6,0,0,0,"RAB44"
0,0,0,0,0,"AC007368.1"
0,0,0,0,0,"AP000997.2"
0,1,0,0,0,"AP000820.1"
2,0,0,4,2,"AP000439.1"
0,0,0,0,0,"AC006063.1"
0,0,0,0,0,"LINC02440"
0,1,0,0,1,"AC023790.2"
2,0,2,1,1,"PCDHB17P"
88,46,102,103,96,"C10orf88B"
0,0,0,0,0,"AC092862.1"
0,0,0,0,0,"AC140847.1"
0,0,0,1,2,"AC025576.1"
0,0,0,0,0,"MTRNR2L9"
1,0,0,0,0,"AC005833.1"
0,0,0,0,0,"AC068775.1"
10,4,8,5,7,"PABPC1P4"
0,0,0,0,0,"AC010185.1"
0,0,1,0,0,"AC093510.1"
0,1,0,0,0,"AC087242.1"
0,0,1,0,1,"AC008114.1"
30,25,44,42,35,"FAM222A-AS1"
18,15,24,34,26,"AC140847.2"
0,0,0,0,0,"AP002383.1"
0,1,2,1,4,"AC007570.1"
0,0,0,0,0,"RERG-AS1"
0,0,0,0,0,"AP002373.1"
0,0,0,0,0,"ARL6IP1P1"
0,0,1,0,0,"LINC02700"
0,1,2,0,1,"AC092471.1"
2,0,0,3,1,"AC007619.1"
0,0,0,0,0,"AC007406.1"
0,0,0,0,0,"AP002892.1"
0,0,0,0,0,"JRKL-AS1"
0,0,0,0,1,"AC091564.6"
0,0,0,0,0,"AC073864.1"
0,2,0,0,1,"AP003174.1"
337,225,430,331,294,"TRIL"
0,0,0,0,0,"AC002563.1"
0,1,1,1,0,"LINC02389"
0,0,0,0,0,"APOOP3"
0,0,0,0,0,"AC127070.3"
0,0,0,0,0,"AC140063.1"
6,1,1,3,1,"AP003170.1"
0,0,0,0,0,"OR4D2"
0,0,0,0,0,"LINC02460"
1820,1675,2316,2195,2332,"SNHG1"
0,1,0,0,0,"AC108516.2"
0,0,3,5,1,"TDGP1"
0,0,0,0,0,"AL662844.1"
4,1,2,0,1,"LINC01489"
0,0,0,0,0,"AC011462.1"
0,0,0,0,0,"IFNG-AS1"
0,0,0,1,0,"HNRNPABP1"
356,297,498,445,444,"AGAP2-AS1"
0,0,0,0,0,"AP000808.1"
1,0,0,0,0,"AC023796.1"
0,0,0,0,0,"AC007406.2"
4,1,1,2,9,"GNAI2P1"
254,86,301,223,136,"AC022509.1"
0,0,0,0,0,"AC009533.3"
0,0,0,0,0,"AC087894.1"
1,3,4,3,3,"LINC02422"
1,1,2,0,0,"MRPS18CP4"
345,299,467,425,443,"GOLGA2P10"
0,0,3,1,1,"LINC01479"
3,0,4,2,3,"LINC02747"
0,0,0,2,1,"AC005845.1"
4,10,7,6,7,"VDAC2P2"
0,2,0,0,0,"AC020611.1"
0,0,0,0,0,"AP000763.1"
0,0,0,0,0,"AC078950.1"
0,0,0,0,0,"RMST"
0,0,0,0,0,"AC092746.1"
0,0,2,0,1,"OR6J1"
2,6,2,8,8,"PTP4A1P2"
0,0,0,0,0,"PDE2A-AS1"
0,0,1,0,0,"AL121988.1"
0,0,0,0,0,"LINC02439"
2,0,1,3,2,"KRT8P11"
0,0,0,0,0,"AC025576.2"
0,0,0,0,0,"KLRC4-KLRK1"
5,5,2,4,5,"MTRNR2L8"
0,0,0,0,0,"AC006205.1"
0,0,0,0,0,"AC092490.2"
0,0,0,0,0,"AC069240.1"
0,0,0,0,0,"TIFAB"
0,0,0,0,0,"AL117348.2"
51,32,74,57,47,"AC131206.1"
0,0,0,0,0,"TAS2R20"
0,0,0,0,0,"AC069262.1"
0,0,0,0,0,"AC117503.1"
0,0,0,0,1,"AP000593.3"
0,0,0,0,0,"AP000777.1"
15,20,20,17,18,"AP003717.1"
1,1,0,1,0,"RXYLT1-AS1"
0,0,0,0,0,"AC091133.6"
0,0,0,0,0,"AC006065.1"
0,0,0,0,0,"KDM4F"
1,3,7,4,8,"AC069503.1"
51,69,60,71,70,"PXN-AS1"
1,0,0,0,0,"AC055720.1"
0,0,1,0,0,"AP000812.2"
0,0,0,0,0,"AC090023.1"
10,2,5,7,5,"DENND5B-AS1"
0,0,0,0,0,"AP003170.2"
2,0,0,0,0,"AC007529.1"
0,0,0,0,1,"AL138752.2"
275,129,288,211,188,"LINC00346"
0,0,0,0,0,"AC008813.1"
0,0,0,0,0,"AC091814.1"
0,2,3,2,1,"FUNDC2P1"
0,0,0,0,0,"AC124891.1"
0,0,0,0,0,"AC020611.2"
0,0,0,0,0,"NDFIP1P1"
5,6,2,13,5,"AP000786.1"
0,0,0,0,0,"AL662844.2"
0,0,0,0,0,"AC006065.2"
0,0,0,0,0,"RPL12P46"
4,1,4,3,8,"PDCD5P1"
67,57,66,95,74,"AC024901.1"
2,3,0,2,0,"AC148477.1"
0,0,0,0,0,"AC226150.1"
1,0,0,1,1,"CCND2-AS1"
5,3,2,1,6,"AC026310.2"
0,0,0,0,0,"AC078878.1"
0,0,0,0,0,"AP002993.1"
2,0,1,0,0,"AP000943.2"
3,3,3,2,1,"AP003108.1"
0,0,0,0,0,"AC117500.2"
0,0,0,0,0,"AC006065.3"
0,0,0,0,0,"AC025252.2"
1,1,1,1,0,"AC069234.1"
0,0,0,0,0,"AP002754.2"
3,6,1,1,2,"RPS6KB2-AS1"
0,0,0,0,0,"AC022364.2"
0,3,0,0,0,"AC115676.1"
2,1,1,5,4,"AP000777.2"
11,10,4,4,6,"AC092851.1"
9,23,8,3,6,"HSPD1P12"
0,0,0,0,0,"AC073916.1"
10,11,5,10,9,"AC006064.3"
1,38,4,9,8,"HADHAP2"
0,0,0,0,0,"AC024145.1"
0,0,0,0,0,"LINC02421"
0,0,0,0,0,"AC026333.1"
0,0,0,0,0,"AC137627.1"
0,0,0,1,4,"CYP2A6"
0,0,0,0,0,"RAB11AP2"
3,8,6,5,7,"AC006927.1"
0,0,0,0,0,"AP000439.2"
0,0,0,0,0,"NXPE2P1"
50,34,31,52,71,"AC007848.1"
2,5,4,3,5,"MT1JP"
0,1,1,1,0,"TOMM20P2"
0,0,0,0,0,"TUBB4BP1"
0,0,0,0,0,"AC121334.1"
2,7,7,6,10,"AC131009.1"
1,1,0,3,0,"PSMC1P9"
0,0,0,0,0,"AP002795.1"
0,0,0,0,0,"AC005906.1"
0,0,0,0,0,"LINC02824"
0,0,0,0,0,"AC079949.1"
0,0,0,0,0,"AC092490.3"
5,5,5,6,6,"AC084117.1"
0,0,1,0,1,"ARAP1-AS1"
16,7,19,11,7,"AC125616.1"
0,0,0,0,0,"AC007688.3"
2,1,2,5,0,"AC027277.1"
0,0,0,0,0,"TAS2R63P"
0,0,0,0,0,"AC006205.2"
0,0,0,0,0,"ELOCP31"
0,0,0,0,0,"LINC02411"
0,0,0,0,0,"CACNA1C-AS4"
0,0,0,0,2,"AC026362.1"
44,20,47,34,48,"AL590560.2"
5,6,0,5,2,"CBX3P4"
0,3,1,0,2,"AP002770.1"
0,0,0,0,2,"AP000619.2"
1,0,2,0,1,"MRPL40P1"
0,0,0,0,0,"LINC02446"
1,0,0,0,0,"PAPPA-AS1"
0,0,0,0,0,"AP001858.2"
50,42,47,61,34,"CTSO"
0,0,0,0,0,"AC026333.2"
2,23,4,10,14,"MTRNR2L10"
5,0,2,4,2,"AL583722.1"
8,9,14,16,17,"COA8"
0,0,1,2,0,"AC087257.2"
34,23,54,45,41,"TRAPPC2B"
14,17,11,8,14,"DNAAF4"
0,0,0,0,0,"AC063926.1"
5,5,3,2,2,"A2MP1"
0,0,0,0,0,"AC016956.1"
0,0,0,0,0,"AC084291.1"
0,0,0,0,0,"AC078889.1"
44,37,58,37,45,"URB1-AS1"
7,7,4,4,6,"AC008033.1"
0,0,0,0,0,"LINC02442"
0,0,0,0,0,"AC092451.2"
0,0,0,0,0,"AC243972.2"
0,0,0,0,0,"AC090673.1"
18,5,11,10,8,"AC092112.1"
0,0,0,0,0,"AC130404.1"
191,169,306,255,255,"ZNF432"
0,0,0,0,0,"MTRF1LP1"
10,12,19,12,25,"SBNO1-AS1"
0,0,0,0,2,"AC122688.1"
0,0,0,0,0,"AP002392.1"
0,0,0,0,0,"AP000721.1"
1,1,0,0,0,"AC092745.1"
2,6,0,5,3,"ATP5MFP5"
0,0,0,0,0,"AC135586.1"
